"trial","dataset","model","score"
"48","circles","Random Forest","0.775"
"48","circles","Linear Discriminant Analysis","0.5"
"48","circles","NN","0.575"
"48","circles","NN + L2","0.725"
"48","circles","NN + Scale Invariant","0.575"
"48","linear","Random Forest","0.9"
"48","linear","Linear Discriminant Analysis","0.95"
"48","linear","NN","0.95"
"48","linear","NN + L2","0.9"
"48","linear","NN + Scale Invariant","0.925"
"49","moons","Random Forest","0.875"
"49","moons","Linear Discriminant Analysis","0.8"
"49","moons","NN","0.8"
"49","moons","NN + L2","0.8"
"49","moons","NN + Scale Invariant","0.8"
"49","circles","Random Forest","0.775"
"49","circles","Linear Discriminant Analysis","0.4"
"49","circles","NN","0.525"
"49","circles","NN + L2","0.75"
"49","circles","NN + Scale Invariant","0.6"
"49","linear","Random Forest","0.95"
"49","linear","Linear Discriminant Analysis","0.875"
"49","linear","NN","0.95"
"49","linear","NN + L2","0.875"
"49","linear","NN + Scale Invariant","0.875"
"50","moons","Random Forest","0.775"
"50","moons","Linear Discriminant Analysis","0.825"
"50","moons","NN","0.825"
"50","moons","NN + L2","0.825"
"50","moons","NN + Scale Invariant","0.825"
"50","circles","Random Forest","0.85"
"50","circles","Linear Discriminant Analysis","0.425"
"50","circles","NN","0.675"
"50","circles","NN + L2","0.6"
"50","circles","NN + Scale Invariant","0.575"
"50","linear","Random Forest","0.9"
"50","linear","Linear Discriminant Analysis","0.875"
"50","linear","NN","0.875"
"50","linear","NN + L2","0.875"
"50","linear","NN + Scale Invariant","0.9"
"51","moons","Random Forest","0.825"
"51","moons","Linear Discriminant Analysis","0.925"
"51","moons","NN","0.925"
"51","moons","NN + L2","0.95"
"51","moons","NN + Scale Invariant","0.925"
"51","circles","Random Forest","0.975"
"51","circles","Linear Discriminant Analysis","0.5"
"51","circles","NN","0.7"
"51","circles","NN + L2","0.725"
"51","circles","NN + Scale Invariant","0.75"
"51","linear","Random Forest","0.95"
"51","linear","Linear Discriminant Analysis","1.0"
"51","linear","NN","1.0"
"51","linear","NN + L2","1.0"
"51","linear","NN + Scale Invariant","1.0"
"52","moons","Random Forest","0.8"
"52","moons","Linear Discriminant Analysis","0.8"
"52","moons","NN","0.775"
"52","moons","NN + L2","0.8"
"52","moons","NN + Scale Invariant","0.775"
"52","circles","Random Forest","0.85"
"52","circles","Linear Discriminant Analysis","0.35"
"52","circles","NN","0.725"
"52","circles","NN + L2","0.675"
"52","circles","NN + Scale Invariant","0.55"
"52","linear","Random Forest","0.85"
"52","linear","Linear Discriminant Analysis","0.9"
"52","linear","NN","0.875"
"52","linear","NN + L2","0.85"
"52","linear","NN + Scale Invariant","0.875"
"53","moons","Random Forest","0.875"
"53","moons","Linear Discriminant Analysis","0.7"
"53","moons","NN","0.725"
"53","moons","NN + L2","0.725"
"53","moons","NN + Scale Invariant","0.725"
"53","circles","Random Forest","0.825"
"53","circles","Linear Discriminant Analysis","0.375"
"53","circles","NN","0.7"
"53","circles","NN + L2","0.825"
"53","circles","NN + Scale Invariant","0.6"
"53","linear","Random Forest","0.975"
"53","linear","Linear Discriminant Analysis","0.975"
"53","linear","NN","0.975"
"53","linear","NN + L2","0.975"
"53","linear","NN + Scale Invariant","0.975"
"54","moons","Random Forest","0.825"
"54","moons","Linear Discriminant Analysis","0.825"
"54","moons","NN","0.8"
"54","moons","NN + L2","0.8"
"54","moons","NN + Scale Invariant","0.8"
"54","circles","Random Forest","0.75"
"54","circles","Linear Discriminant Analysis","0.475"
"54","circles","NN","0.65"
"54","circles","NN + L2","0.625"
"54","circles","NN + Scale Invariant","0.825"
"54","linear","Random Forest","0.825"
"54","linear","Linear Discriminant Analysis","0.85"
"54","linear","NN","0.825"
"54","linear","NN + L2","0.875"
"54","linear","NN + Scale Invariant","0.85"
"55","moons","Random Forest","0.875"
"55","moons","Linear Discriminant Analysis","0.825"
"55","moons","NN","0.825"
"55","moons","NN + L2","0.85"
"55","moons","NN + Scale Invariant","0.825"
"55","circles","Random Forest","0.725"
"55","circles","Linear Discriminant Analysis","0.3"
"55","circles","NN","0.325"
"55","circles","NN + L2","0.55"
"55","circles","NN + Scale Invariant","0.5"
"55","linear","Random Forest","0.75"
"55","linear","Linear Discriminant Analysis","0.875"
"55","linear","NN","0.85"
"55","linear","NN + L2","0.75"
"55","linear","NN + Scale Invariant","0.825"
"56","moons","Random Forest","0.8"
"56","moons","Linear Discriminant Analysis","0.825"
"56","moons","NN","0.85"
"56","moons","NN + L2","0.85"
"56","moons","NN + Scale Invariant","0.85"
"56","circles","Random Forest","0.95"
"56","circles","Linear Discriminant Analysis","0.35"
"56","circles","NN","0.575"
"56","circles","NN + L2","0.425"
"56","circles","NN + Scale Invariant","0.525"
"56","linear","Random Forest","0.725"
"56","linear","Linear Discriminant Analysis","0.775"
"56","linear","NN","0.8"
"56","linear","NN + L2","0.75"
"56","linear","NN + Scale Invariant","0.775"
"57","moons","Random Forest","0.875"
"57","moons","Linear Discriminant Analysis","0.875"
"57","moons","NN","0.9"
"57","moons","NN + L2","0.875"
"57","moons","NN + Scale Invariant","0.875"
"57","circles","Random Forest","0.775"
"57","circles","Linear Discriminant Analysis","0.375"
"57","circles","NN","0.475"
"57","circles","NN + L2","0.475"
"57","circles","NN + Scale Invariant","0.675"
"57","linear","Random Forest","0.825"
"57","linear","Linear Discriminant Analysis","0.85"
"57","linear","NN","0.875"
"57","linear","NN + L2","0.9"
"57","linear","NN + Scale Invariant","0.875"
"58","moons","Random Forest","0.925"
"58","moons","Linear Discriminant Analysis","0.875"
"58","moons","NN","0.875"
"58","moons","NN + L2","0.9"
"58","moons","NN + Scale Invariant","0.925"
"58","circles","Random Forest","0.625"
"58","circles","Linear Discriminant Analysis","0.35"
"58","circles","NN","0.55"
"58","circles","NN + L2","0.575"
"58","circles","NN + Scale Invariant","0.575"
"58","linear","Random Forest","1.0"
"58","linear","Linear Discriminant Analysis","1.0"
"58","linear","NN","1.0"
"58","linear","NN + L2","1.0"
"58","linear","NN + Scale Invariant","1.0"
"59","moons","Random Forest","0.85"
"59","moons","Linear Discriminant Analysis","0.775"
"59","moons","NN","0.825"
"59","moons","NN + L2","0.8"
"59","moons","NN + Scale Invariant","0.775"
"59","circles","Random Forest","0.725"
"59","circles","Linear Discriminant Analysis","0.4"
"59","circles","NN","0.775"
"59","circles","NN + L2","0.65"
"59","circles","NN + Scale Invariant","0.625"
"59","linear","Random Forest","0.9"
"59","linear","Linear Discriminant Analysis","0.925"
"59","linear","NN","0.9"
"59","linear","NN + L2","0.925"
"59","linear","NN + Scale Invariant","0.95"
"60","moons","Random Forest","0.8"
"60","moons","Linear Discriminant Analysis","0.85"
"60","moons","NN","0.825"
"60","moons","NN + L2","0.85"
"60","moons","NN + Scale Invariant","0.85"
"60","circles","Random Forest","0.7"
"60","circles","Linear Discriminant Analysis","0.525"
"60","circles","NN","0.775"
"60","circles","NN + L2","0.575"
"60","circles","NN + Scale Invariant","0.8"
"60","linear","Random Forest","0.7"
"60","linear","Linear Discriminant Analysis","0.725"
"60","linear","NN","0.625"
"60","linear","NN + L2","0.65"
"60","linear","NN + Scale Invariant","0.625"
"61","moons","Random Forest","0.85"
"61","moons","Linear Discriminant Analysis","0.85"
"61","moons","NN","0.85"
"61","moons","NN + L2","0.85"
"61","moons","NN + Scale Invariant","0.85"
"61","circles","Random Forest","0.725"
"61","circles","Linear Discriminant Analysis","0.525"
"61","circles","NN","0.775"
"61","circles","NN + L2","0.6"
"61","circles","NN + Scale Invariant","0.75"
"61","linear","Random Forest","0.875"
"61","linear","Linear Discriminant Analysis","0.875"
"61","linear","NN","0.9"
"61","linear","NN + L2","0.875"
"61","linear","NN + Scale Invariant","0.875"
"62","moons","Random Forest","0.875"
"62","moons","Linear Discriminant Analysis","0.8"
"62","moons","NN","0.8"
"62","moons","NN + L2","0.775"
"62","moons","NN + Scale Invariant","0.8"
"62","circles","Random Forest","0.8"
"62","circles","Linear Discriminant Analysis","0.35"
"62","circles","NN","0.6"
"62","circles","NN + L2","0.525"
"62","circles","NN + Scale Invariant","0.45"
"62","linear","Random Forest","0.95"
"62","linear","Linear Discriminant Analysis","1.0"
"62","linear","NN","1.0"
"62","linear","NN + L2","1.0"
"62","linear","NN + Scale Invariant","1.0"
"63","moons","Random Forest","0.8"
"63","moons","Linear Discriminant Analysis","0.8"
"63","moons","NN","0.775"
"63","moons","NN + L2","0.825"
"63","moons","NN + Scale Invariant","0.775"
"63","circles","Random Forest","0.8"
"63","circles","Linear Discriminant Analysis","0.4"
"63","circles","NN","0.45"
"63","circles","NN + L2","0.55"
"63","circles","NN + Scale Invariant","0.425"
"63","linear","Random Forest","0.85"
"63","linear","Linear Discriminant Analysis","0.95"
"63","linear","NN","0.95"
"63","linear","NN + L2","0.925"
"63","linear","NN + Scale Invariant","0.925"
"64","moons","Random Forest","0.875"
"64","moons","Linear Discriminant Analysis","0.825"
"64","moons","NN","0.875"
"64","moons","NN + L2","0.8"
"64","moons","NN + Scale Invariant","0.875"
"64","circles","Random Forest","0.85"
"64","circles","Linear Discriminant Analysis","0.475"
"64","circles","NN","0.6"
"64","circles","NN + L2","0.575"
"64","circles","NN + Scale Invariant","0.55"
"64","linear","Random Forest","0.875"
"64","linear","Linear Discriminant Analysis","0.875"
"64","linear","NN","0.875"
"64","linear","NN + L2","0.875"
"64","linear","NN + Scale Invariant","0.875"
"65","moons","Random Forest","0.775"
"65","moons","Linear Discriminant Analysis","0.875"
"65","moons","NN","0.825"
"65","moons","NN + L2","0.875"
"65","moons","NN + Scale Invariant","0.85"
"65","circles","Random Forest","0.775"
"65","circles","Linear Discriminant Analysis","0.55"
"65","circles","NN","0.775"
"65","circles","NN + L2","0.6"
"65","circles","NN + Scale Invariant","0.725"
"65","linear","Random Forest","0.95"
"65","linear","Linear Discriminant Analysis","0.975"
"65","linear","NN","0.975"
"65","linear","NN + L2","0.975"
"65","linear","NN + Scale Invariant","0.975"
"66","moons","Random Forest","0.825"
"66","moons","Linear Discriminant Analysis","0.825"
"66","moons","NN","0.85"
"66","moons","NN + L2","0.825"
"66","moons","NN + Scale Invariant","0.85"
"66","circles","Random Forest","0.725"
"66","circles","Linear Discriminant Analysis","0.475"
"66","circles","NN","0.775"
"66","circles","NN + L2","0.675"
"66","circles","NN + Scale Invariant","0.65"
"66","linear","Random Forest","0.7"
"66","linear","Linear Discriminant Analysis","0.725"
"66","linear","NN","0.75"
"66","linear","NN + L2","0.775"
"66","linear","NN + Scale Invariant","0.75"
"67","moons","Random Forest","0.875"
"67","moons","Linear Discriminant Analysis","0.875"
"67","moons","NN","0.9"
"67","moons","NN + L2","0.875"
"67","moons","NN + Scale Invariant","0.875"
"67","circles","Random Forest","0.825"
"67","circles","Linear Discriminant Analysis","0.375"
"67","circles","NN","0.55"
"67","circles","NN + L2","0.65"
"67","circles","NN + Scale Invariant","0.75"
"67","linear","Random Forest","0.85"
"67","linear","Linear Discriminant Analysis","0.925"
"67","linear","NN","0.9"
"67","linear","NN + L2","0.9"
"67","linear","NN + Scale Invariant","0.925"
"68","moons","Random Forest","0.825"
"68","moons","Linear Discriminant Analysis","0.825"
"68","moons","NN","0.775"
"68","moons","NN + L2","0.8"
"68","moons","NN + Scale Invariant","0.825"
"68","circles","Random Forest","0.85"
"68","circles","Linear Discriminant Analysis","0.425"
"68","circles","NN","0.675"
"68","circles","NN + L2","0.425"
"68","circles","NN + Scale Invariant","0.625"
"68","linear","Random Forest","0.75"
"68","linear","Linear Discriminant Analysis","0.9"
"68","linear","NN","0.825"
"68","linear","NN + L2","0.825"
"68","linear","NN + Scale Invariant","0.9"
"69","moons","Random Forest","0.975"
"69","moons","Linear Discriminant Analysis","0.95"
"69","moons","NN","0.95"
"69","moons","NN + L2","0.95"
"69","moons","NN + Scale Invariant","0.975"
"69","circles","Random Forest","0.7"
"69","circles","Linear Discriminant Analysis","0.425"
"69","circles","NN","0.6"
"69","circles","NN + L2","0.5"
"69","circles","NN + Scale Invariant","0.575"
"69","linear","Random Forest","0.775"
"69","linear","Linear Discriminant Analysis","0.825"
"69","linear","NN","0.8"
"69","linear","NN + L2","0.8"
"69","linear","NN + Scale Invariant","0.75"
"70","moons","Random Forest","0.85"
"70","moons","Linear Discriminant Analysis","0.875"
"70","moons","NN","0.875"
"70","moons","NN + L2","0.85"
"70","moons","NN + Scale Invariant","0.9"
"70","circles","Random Forest","0.75"
"70","circles","Linear Discriminant Analysis","0.3"
"70","circles","NN","0.575"
"70","circles","NN + L2","0.425"
"70","circles","NN + Scale Invariant","0.575"
"70","linear","Random Forest","0.775"
"70","linear","Linear Discriminant Analysis","0.8"
"70","linear","NN","0.75"
"70","linear","NN + L2","0.775"
"70","linear","NN + Scale Invariant","0.8"
"71","moons","Random Forest","0.85"
"71","moons","Linear Discriminant Analysis","0.8"
"71","moons","NN","0.8"
"71","moons","NN + L2","0.825"
"71","moons","NN + Scale Invariant","0.8"
"71","circles","Random Forest","0.825"
"71","circles","Linear Discriminant Analysis","0.55"
"71","circles","NN","0.725"
"71","circles","NN + L2","0.6"
"71","circles","NN + Scale Invariant","0.75"
"71","linear","Random Forest","0.75"
"71","linear","Linear Discriminant Analysis","0.85"
"71","linear","NN","0.8"
"71","linear","NN + L2","0.8"
"71","linear","NN + Scale Invariant","0.775"
"72","moons","Random Forest","0.7"
"72","moons","Linear Discriminant Analysis","0.75"
"72","moons","NN","0.8"
"72","moons","NN + L2","0.75"
"72","moons","NN + Scale Invariant","0.75"
"72","circles","Random Forest","0.675"
"72","circles","Linear Discriminant Analysis","0.475"
"72","circles","NN","0.65"
"72","circles","NN + L2","0.775"
"72","circles","NN + Scale Invariant","0.6"
"72","linear","Random Forest","0.825"
"72","linear","Linear Discriminant Analysis","0.925"
"72","linear","NN","0.9"
"72","linear","NN + L2","0.9"
"72","linear","NN + Scale Invariant","0.9"
"73","moons","Random Forest","0.875"
"73","moons","Linear Discriminant Analysis","0.85"
"73","moons","NN","0.825"
"73","moons","NN + L2","0.85"
"73","moons","NN + Scale Invariant","0.85"
"73","circles","Random Forest","0.775"
"73","circles","Linear Discriminant Analysis","0.475"
"73","circles","NN","0.8"
"73","circles","NN + L2","0.6"
"73","circles","NN + Scale Invariant","0.525"
"73","linear","Random Forest","0.825"
"73","linear","Linear Discriminant Analysis","0.75"
"73","linear","NN","0.825"
"73","linear","NN + L2","0.825"
"73","linear","NN + Scale Invariant","0.75"
"74","moons","Random Forest","0.775"
"74","moons","Linear Discriminant Analysis","0.825"
"74","moons","NN","0.85"
"74","moons","NN + L2","0.825"
"74","moons","NN + Scale Invariant","0.85"
"74","circles","Random Forest","0.85"
"74","circles","Linear Discriminant Analysis","0.425"
"74","circles","NN","0.7"
"74","circles","NN + L2","0.65"
"74","circles","NN + Scale Invariant","0.7"
"74","linear","Random Forest","0.975"
"74","linear","Linear Discriminant Analysis","0.975"
"74","linear","NN","1.0"
"74","linear","NN + L2","0.975"
"74","linear","NN + Scale Invariant","1.0"
"75","moons","Random Forest","0.85"
"75","moons","Linear Discriminant Analysis","0.9"
"75","moons","NN","0.9"
"75","moons","NN + L2","0.85"
"75","moons","NN + Scale Invariant","0.85"
"75","circles","Random Forest","0.925"
"75","circles","Linear Discriminant Analysis","0.525"
"75","circles","NN","0.75"
"75","circles","NN + L2","0.875"
"75","circles","NN + Scale Invariant","0.8"
"75","linear","Random Forest","0.925"
"75","linear","Linear Discriminant Analysis","0.95"
"75","linear","NN","0.95"
"75","linear","NN + L2","0.925"
"75","linear","NN + Scale Invariant","0.925"
"76","moons","Random Forest","0.825"
"76","moons","Linear Discriminant Analysis","0.875"
"76","moons","NN","0.875"
"76","moons","NN + L2","0.9"
"76","moons","NN + Scale Invariant","0.875"
"76","circles","Random Forest","0.9"
"76","circles","Linear Discriminant Analysis","0.5"
"76","circles","NN","0.625"
"76","circles","NN + L2","0.575"
"76","circles","NN + Scale Invariant","0.675"
"76","linear","Random Forest","0.9"
"76","linear","Linear Discriminant Analysis","0.825"
"76","linear","NN","0.8"
"76","linear","NN + L2","0.85"
"76","linear","NN + Scale Invariant","0.875"
"77","moons","Random Forest","0.875"
"77","moons","Linear Discriminant Analysis","0.825"
"77","moons","NN","0.85"
"77","moons","NN + L2","0.875"
"77","moons","NN + Scale Invariant","0.85"
"77","circles","Random Forest","0.9"
"77","circles","Linear Discriminant Analysis","0.375"
"77","circles","NN","0.625"
"77","circles","NN + L2","0.5"
"77","circles","NN + Scale Invariant","0.65"
"77","linear","Random Forest","0.825"
"77","linear","Linear Discriminant Analysis","0.8"
"77","linear","NN","0.75"
"77","linear","NN + L2","0.75"
"77","linear","NN + Scale Invariant","0.75"
"78","moons","Random Forest","0.875"
"78","moons","Linear Discriminant Analysis","0.875"
"78","moons","NN","0.9"
"78","moons","NN + L2","0.875"
"78","moons","NN + Scale Invariant","0.9"
"78","circles","Random Forest","0.9"
"78","circles","Linear Discriminant Analysis","0.5"
"78","circles","NN","0.625"
"78","circles","NN + L2","0.7"
"78","circles","NN + Scale Invariant","0.8"
"78","linear","Random Forest","0.9"
"78","linear","Linear Discriminant Analysis","0.925"
"78","linear","NN","0.925"
"78","linear","NN + L2","0.875"
"78","linear","NN + Scale Invariant","0.925"
"79","moons","Random Forest","0.875"
"79","moons","Linear Discriminant Analysis","0.85"
"79","moons","NN","0.8"
"79","moons","NN + L2","0.875"
"79","moons","NN + Scale Invariant","0.85"
"79","circles","Random Forest","0.85"
"79","circles","Linear Discriminant Analysis","0.425"
"79","circles","NN","0.65"
"79","circles","NN + L2","0.725"
"79","circles","NN + Scale Invariant","0.525"
"79","linear","Random Forest","0.875"
"79","linear","Linear Discriminant Analysis","0.925"
"79","linear","NN","0.925"
"79","linear","NN + L2","0.9"
"79","linear","NN + Scale Invariant","0.925"
"80","moons","Random Forest","0.9"
"80","moons","Linear Discriminant Analysis","0.8"
"80","moons","NN","0.8"
"80","moons","NN + L2","0.825"
"80","moons","NN + Scale Invariant","0.825"
"80","circles","Random Forest","0.725"
"80","circles","Linear Discriminant Analysis","0.5"
"80","circles","NN","0.7"
"80","circles","NN + L2","0.7"
"80","circles","NN + Scale Invariant","0.775"
"80","linear","Random Forest","0.875"
"80","linear","Linear Discriminant Analysis","0.925"
"80","linear","NN","0.9"
"80","linear","NN + L2","0.925"
"80","linear","NN + Scale Invariant","0.925"
"81","moons","Random Forest","0.875"
"81","moons","Linear Discriminant Analysis","0.85"
"81","moons","NN","0.875"
"81","moons","NN + L2","0.875"
"81","moons","NN + Scale Invariant","0.875"
"81","circles","Random Forest","0.9"
"81","circles","Linear Discriminant Analysis","0.35"
"81","circles","NN","0.575"
"81","circles","NN + L2","0.5"
"81","circles","NN + Scale Invariant","0.625"
"81","linear","Random Forest","0.925"
"81","linear","Linear Discriminant Analysis","0.925"
"81","linear","NN","0.975"
"81","linear","NN + L2","0.925"
"81","linear","NN + Scale Invariant","0.925"
"82","moons","Random Forest","0.875"
"82","moons","Linear Discriminant Analysis","0.875"
"82","moons","NN","0.9"
"82","moons","NN + L2","0.825"
"82","moons","NN + Scale Invariant","0.9"
"82","circles","Random Forest","0.85"
"82","circles","Linear Discriminant Analysis","0.45"
"82","circles","NN","0.725"
"82","circles","NN + L2","0.8"
"82","circles","NN + Scale Invariant","0.725"
"82","linear","Random Forest","0.85"
"82","linear","Linear Discriminant Analysis","0.85"
"82","linear","NN","0.9"
"82","linear","NN + L2","0.875"
"82","linear","NN + Scale Invariant","0.85"
"83","moons","Random Forest","0.825"
"83","moons","Linear Discriminant Analysis","0.8"
"83","moons","NN","0.8"
"83","moons","NN + L2","0.8"
"83","moons","NN + Scale Invariant","0.775"
"83","circles","Random Forest","0.725"
"83","circles","Linear Discriminant Analysis","0.425"
"83","circles","NN","0.775"
"83","circles","NN + L2","0.65"
"83","circles","NN + Scale Invariant","0.75"
"83","linear","Random Forest","0.9"
"83","linear","Linear Discriminant Analysis","0.9"
"83","linear","NN","0.875"
"83","linear","NN + L2","0.875"
"83","linear","NN + Scale Invariant","0.875"
"84","moons","Random Forest","0.775"
"84","moons","Linear Discriminant Analysis","0.8"
"84","moons","NN","0.85"
"84","moons","NN + L2","0.825"
"84","moons","NN + Scale Invariant","0.85"
"84","circles","Random Forest","0.775"
"84","circles","Linear Discriminant Analysis","0.425"
"84","circles","NN","0.675"
"84","circles","NN + L2","0.6"
"84","circles","NN + Scale Invariant","0.625"
"84","linear","Random Forest","0.875"
"84","linear","Linear Discriminant Analysis","0.925"
"84","linear","NN","0.925"
"84","linear","NN + L2","0.925"
"84","linear","NN + Scale Invariant","0.925"
"85","moons","Random Forest","0.8"
"85","moons","Linear Discriminant Analysis","0.8"
"85","moons","NN","0.775"
"85","moons","NN + L2","0.775"
"85","moons","NN + Scale Invariant","0.775"
"85","circles","Random Forest","0.925"
"85","circles","Linear Discriminant Analysis","0.65"
"85","circles","NN","0.85"
"85","circles","NN + L2","0.8"
"85","circles","NN + Scale Invariant","0.8"
"85","linear","Random Forest","0.925"
"85","linear","Linear Discriminant Analysis","0.85"
"85","linear","NN","0.875"
"85","linear","NN + L2","0.875"
"85","linear","NN + Scale Invariant","0.875"
"86","moons","Random Forest","0.9"
"86","moons","Linear Discriminant Analysis","0.8"
"86","moons","NN","0.775"
"86","moons","NN + L2","0.85"
"86","moons","NN + Scale Invariant","0.8"
"86","circles","Random Forest","0.925"
"86","circles","Linear Discriminant Analysis","0.275"
"86","circles","NN","0.725"
"86","circles","NN + L2","0.7"
"86","circles","NN + Scale Invariant","0.775"
"86","linear","Random Forest","0.875"
"86","linear","Linear Discriminant Analysis","0.925"
"86","linear","NN","0.925"
"86","linear","NN + L2","0.925"
"86","linear","NN + Scale Invariant","0.925"
"87","moons","Random Forest","0.9"
"87","moons","Linear Discriminant Analysis","0.85"
"87","moons","NN","0.85"
"87","moons","NN + L2","0.85"
"87","moons","NN + Scale Invariant","0.85"
"87","circles","Random Forest","0.925"
"87","circles","Linear Discriminant Analysis","0.675"
"87","circles","NN","0.55"
"87","circles","NN + L2","0.875"
"87","circles","NN + Scale Invariant","0.8"
"87","linear","Random Forest","0.8"
"87","linear","Linear Discriminant Analysis","0.775"
"87","linear","NN","0.775"
"87","linear","NN + L2","0.8"
"87","linear","NN + Scale Invariant","0.775"
"88","moons","Random Forest","0.8"
"88","moons","Linear Discriminant Analysis","0.775"
"88","moons","NN","0.775"
"88","moons","NN + L2","0.775"
"88","moons","NN + Scale Invariant","0.775"
"88","circles","Random Forest","0.85"
"88","circles","Linear Discriminant Analysis","0.425"
"88","circles","NN","0.65"
"88","circles","NN + L2","0.575"
"88","circles","NN + Scale Invariant","0.925"
"88","linear","Random Forest","0.85"
"88","linear","Linear Discriminant Analysis","0.875"
"88","linear","NN","0.875"
"88","linear","NN + L2","0.825"
"88","linear","NN + Scale Invariant","0.85"
"89","moons","Random Forest","0.975"
"89","moons","Linear Discriminant Analysis","0.925"
"89","moons","NN","0.95"
"89","moons","NN + L2","0.925"
"89","moons","NN + Scale Invariant","0.925"
"89","circles","Random Forest","0.775"
"89","circles","Linear Discriminant Analysis","0.3"
"89","circles","NN","0.45"
"89","circles","NN + L2","0.55"
"89","circles","NN + Scale Invariant","0.5"
"89","linear","Random Forest","0.925"
"89","linear","Linear Discriminant Analysis","0.9"
"89","linear","NN","0.9"
"89","linear","NN + L2","0.9"
"89","linear","NN + Scale Invariant","0.9"
"90","moons","Random Forest","0.75"
"90","moons","Linear Discriminant Analysis","0.775"
"90","moons","NN","0.75"
"90","moons","NN + L2","0.775"
"90","moons","NN + Scale Invariant","0.8"
"90","circles","Random Forest","0.8"
"90","circles","Linear Discriminant Analysis","0.4"
"90","circles","NN","0.6"
"90","circles","NN + L2","0.675"
"90","circles","NN + Scale Invariant","0.55"
"90","linear","Random Forest","0.85"
"90","linear","Linear Discriminant Analysis","0.925"
"90","linear","NN","0.875"
"90","linear","NN + L2","0.9"
"90","linear","NN + Scale Invariant","0.875"
"91","moons","Random Forest","0.9"
"91","moons","Linear Discriminant Analysis","0.85"
"91","moons","NN","0.875"
"91","moons","NN + L2","0.825"
"91","moons","NN + Scale Invariant","0.825"
"91","circles","Random Forest","0.875"
"91","circles","Linear Discriminant Analysis","0.525"
"91","circles","NN","0.875"
"91","circles","NN + L2","0.825"
"91","circles","NN + Scale Invariant","0.875"
"91","linear","Random Forest","0.95"
"91","linear","Linear Discriminant Analysis","0.95"
"91","linear","NN","0.95"
"91","linear","NN + L2","0.95"
"91","linear","NN + Scale Invariant","0.95"
"92","moons","Random Forest","0.875"
"92","moons","Linear Discriminant Analysis","0.85"
"92","moons","NN","0.85"
"92","moons","NN + L2","0.85"
"92","moons","NN + Scale Invariant","0.825"
"92","circles","Random Forest","0.9"
"92","circles","Linear Discriminant Analysis","0.375"
"92","circles","NN","0.7"
"92","circles","NN + L2","0.525"
"92","circles","NN + Scale Invariant","0.775"
"92","linear","Random Forest","0.95"
"92","linear","Linear Discriminant Analysis","0.925"
"92","linear","NN","0.95"
"92","linear","NN + L2","0.95"
"92","linear","NN + Scale Invariant","0.925"
"93","moons","Random Forest","0.9"
"93","moons","Linear Discriminant Analysis","0.85"
"93","moons","NN","0.875"
"93","moons","NN + L2","0.85"
"93","moons","NN + Scale Invariant","0.85"
"93","circles","Random Forest","0.875"
"93","circles","Linear Discriminant Analysis","0.475"
"93","circles","NN","0.85"
"93","circles","NN + L2","0.65"
"93","circles","NN + Scale Invariant","0.825"
"93","linear","Random Forest","0.925"
"93","linear","Linear Discriminant Analysis","0.9"
"93","linear","NN","0.925"
"93","linear","NN + L2","0.925"
"93","linear","NN + Scale Invariant","0.9"
"94","moons","Random Forest","0.85"
"94","moons","Linear Discriminant Analysis","0.9"
"94","moons","NN","0.875"
"94","moons","NN + L2","0.875"
"94","moons","NN + Scale Invariant","0.9"
"94","circles","Random Forest","0.85"
"94","circles","Linear Discriminant Analysis","0.525"
"94","circles","NN","0.65"
"94","circles","NN + L2","0.6"
"94","circles","NN + Scale Invariant","0.75"
"94","linear","Random Forest","0.825"
"94","linear","Linear Discriminant Analysis","0.9"
"94","linear","NN","0.9"
"94","linear","NN + L2","0.9"
"94","linear","NN + Scale Invariant","0.9"
"95","moons","Random Forest","0.9"
"95","moons","Linear Discriminant Analysis","0.9"
"95","moons","NN","0.925"
"95","moons","NN + L2","0.925"
"95","moons","NN + Scale Invariant","0.925"
"95","circles","Random Forest","0.8"
"95","circles","Linear Discriminant Analysis","0.275"
"95","circles","NN","0.425"
"95","circles","NN + L2","0.4"
"95","circles","NN + Scale Invariant","0.525"
"95","linear","Random Forest","0.8"
"95","linear","Linear Discriminant Analysis","0.875"
"95","linear","NN","0.9"
"95","linear","NN + L2","0.85"
"95","linear","NN + Scale Invariant","0.9"
"96","moons","Random Forest","0.825"
"96","moons","Linear Discriminant Analysis","0.825"
"96","moons","NN","0.825"
"96","moons","NN + L2","0.825"
"96","moons","NN + Scale Invariant","0.825"
"96","circles","Random Forest","0.9"
"96","circles","Linear Discriminant Analysis","0.65"
"96","circles","NN","0.825"
"96","circles","NN + L2","0.95"
"96","circles","NN + Scale Invariant","0.85"
"96","linear","Random Forest","0.85"
"96","linear","Linear Discriminant Analysis","0.8"
"96","linear","NN","0.85"
"96","linear","NN + L2","0.8"
"96","linear","NN + Scale Invariant","0.825"
"97","moons","Random Forest","0.85"
"97","moons","Linear Discriminant Analysis","0.825"
"97","moons","NN","0.825"
"97","moons","NN + L2","0.825"
"97","moons","NN + Scale Invariant","0.875"
"97","circles","Random Forest","0.725"
"97","circles","Linear Discriminant Analysis","0.4"
"97","circles","NN","0.525"
"97","circles","NN + L2","0.45"
"97","circles","NN + Scale Invariant","0.575"
"97","linear","Random Forest","0.9"
"97","linear","Linear Discriminant Analysis","0.95"
"97","linear","NN","0.95"
"97","linear","NN + L2","0.95"
