1.000000000000000000e+00 1.000000000000000000e+00 9.000000000000000222e-01 8.000000000000000444e-01 7.000000000000000666e-01 6.000000000000000888e-01 5.000000000000000000e-01 4.000000000000000222e-01 3.000000000000000444e-01 2.000000000000000111e-01 1.000000000000000056e-01 1.000000000000000056e-01 8.999999999999999667e-02 8.000000000000000167e-02 7.000000000000000666e-02 5.999999999999999778e-02 5.000000000000000278e-02 4.000000000000000083e-02 2.999999999999999889e-02 2.000000000000000042e-02 1.000000000000000021e-02 1.000000000000000021e-02 9.000000000000001055e-03 8.000000000000000167e-03 7.000000000000000146e-03 6.000000000000000125e-03 5.000000000000000104e-03 4.000000000000000083e-03 3.000000000000000062e-03 2.000000000000000042e-03 1.000000000000000021e-03 1.000000000000000021e-03 9.000000000000000838e-04 8.000000000000000383e-04 6.999999999999999929e-04 6.000000000000000559e-04 5.000000000000000104e-04 4.000000000000000192e-04 3.000000000000000279e-04 2.000000000000000096e-04 1.000000000000000048e-04 0.000000000000000000e+00
9.470198675496688256e-01 9.470198675496688256e-01 9.470198675496688256e-01 9.470198675496688256e-01 9.470198675496688256e-01 9.470198675496688256e-01 9.470198675496688256e-01 9.470198675496688256e-01 9.470198675496688256e-01 8.807947019867549132e-01 7.417218543046357748e-01 6.887417218543046005e-01 7.019867549668874496e-01 7.152317880794701876e-01 6.821192052980132869e-01 6.225165562913906880e-01 6.622516556291391243e-01 5.496688741721854621e-01 5.562913907284767756e-01 5.629139072847682002e-01 5.894039735099337873e-01 5.165562913907284504e-01 5.629139072847682002e-01 5.562913907284767756e-01 5.099337748344371368e-01 6.688741721854304378e-01 5.695364238410596247e-01 5.033112582781457123e-01 5.298013245033112995e-01 5.099337748344371368e-01 5.827814569536423628e-01 5.960264900662252119e-01 5.695364238410596247e-01 5.695364238410596247e-01 6.158940397350993745e-01 5.562913907284767756e-01 5.960264900662252119e-01 6.225165562913906880e-01 6.026490066225165254e-01 5.298013245033112995e-01 5.960264900662252119e-01 6.357615894039735371e-01
9.459459459459459429e-01 9.459459459459459429e-01 9.459459459459459429e-01 9.459459459459459429e-01 9.459459459459459429e-01 9.459459459459459429e-01 9.459459459459459429e-01 9.459459459459459429e-01 9.459459459459459429e-01 8.648648648648649129e-01 7.162162162162162282e-01 6.756756756756756577e-01 7.364864864864865135e-01 7.027027027027027417e-01 6.756756756756756577e-01 6.554054054054053724e-01 6.418918918918918859e-01 6.148648648648649129e-01 5.608108108108108558e-01 5.000000000000000000e-01 5.608108108108108558e-01 5.608108108108108558e-01 5.202702702702702853e-01 5.608108108108108558e-01 5.472972972972972583e-01 5.405405405405405705e-01 5.000000000000000000e-01 4.932432432432432567e-01 5.743243243243243423e-01 6.081081081081081141e-01 5.608108108108108558e-01 6.486486486486486847e-01 5.675675675675675436e-01 5.945945945945946276e-01 6.554054054054053724e-01 6.418918918918918859e-01 5.540540540540540571e-01 5.540540540540540571e-01 6.351351351351350871e-01 5.743243243243243423e-01 5.810810810810810301e-01 5.337837837837837718e-01
9.448275862068965525e-01 9.448275862068965525e-01 9.448275862068965525e-01 9.448275862068965525e-01 9.448275862068965525e-01 9.448275862068965525e-01 9.448275862068965525e-01 9.448275862068965525e-01 9.448275862068965525e-01 9.172413793103447732e-01 7.103448275862068728e-01 7.724137931034482651e-01 6.896551724137931494e-01 6.275862068965517571e-01 5.999999999999999778e-01 6.137931034482758674e-01 5.310344827586206407e-01 4.896551724137930828e-01 5.241379310344828069e-01 4.620689655172413590e-01 4.896551724137930828e-01 5.034482758620689724e-01 4.620689655172413590e-01 4.482758620689655249e-01 4.275862068965517460e-01 5.172413793103448620e-01 4.827586206896551935e-01 5.448275862068965303e-01 5.172413793103448620e-01 5.448275862068965303e-01 5.103448275862069172e-01 5.379310344827585855e-01 5.379310344827585855e-01 5.310344827586206407e-01 6.206896551724138122e-01 5.310344827586206407e-01 4.689655172413793038e-01 5.724137931034483096e-01 5.517241379310344751e-01 5.103448275862069172e-01 5.862068965517240882e-01 5.172413793103448620e-01
9.448275862068965525e-01 9.448275862068965525e-01 9.448275862068965525e-01 9.448275862068965525e-01 9.448275862068965525e-01 9.448275862068965525e-01 9.448275862068965525e-01 9.448275862068965525e-01 9.448275862068965525e-01 9.448275862068965525e-01 6.827586206896552046e-01 6.965517241379309832e-01 6.965517241379309832e-01 6.620689655172413701e-01 6.137931034482758674e-01 5.793103448275862544e-01 5.724137931034483096e-01 5.793103448275862544e-01 6.068965517241379226e-01 4.896551724137930828e-01 4.689655172413793038e-01 4.896551724137930828e-01 5.517241379310344751e-01 5.241379310344828069e-01 5.103448275862069172e-01 5.448275862068965303e-01 5.310344827586206407e-01 5.655172413793103647e-01 5.310344827586206407e-01 6.137931034482758674e-01 5.241379310344828069e-01 6.275862068965517571e-01 5.310344827586206407e-01 5.517241379310344751e-01 5.793103448275862544e-01 5.931034482758620330e-01 5.999999999999999778e-01 6.275862068965517571e-01 5.793103448275862544e-01 5.517241379310344751e-01 5.999999999999999778e-01 5.517241379310344751e-01
9.436619718309858795e-01 9.436619718309858795e-01 9.436619718309858795e-01 9.436619718309858795e-01 9.436619718309858795e-01 9.436619718309858795e-01 9.436619718309858795e-01 9.436619718309858795e-01 9.436619718309858795e-01 9.084507042253521236e-01 7.042253521126760063e-01 7.605633802816901268e-01 7.253521126760563709e-01 7.253521126760563709e-01 6.901408450704225039e-01 6.690140845070422504e-01 6.338028169014084945e-01 5.915492957746478764e-01 5.422535211267606181e-01 5.211267605633802535e-01 4.929577464788732488e-01 4.929577464788732488e-01 4.577464788732394374e-01 4.647887323943661886e-01 4.718309859154929398e-01 5.281690140845070047e-01 6.056338028169013787e-01 5.985915492957746276e-01 5.352112676056337559e-01 5.000000000000000000e-01 5.704225352112676228e-01 5.281690140845070047e-01 5.422535211267606181e-01 5.140845070422535024e-01 5.774647887323943740e-01 5.000000000000000000e-01 5.633802816901408717e-01 5.422535211267606181e-01 5.915492957746478764e-01 5.422535211267606181e-01 4.929577464788732488e-01 5.281690140845070047e-01
9.432624113475177596e-01 9.432624113475177596e-01 9.432624113475177596e-01 9.432624113475177596e-01 9.432624113475177596e-01 9.432624113475177596e-01 9.432624113475177596e-01 9.432624113475177596e-01 9.432624113475177596e-01 8.510638297872340496e-01 6.666666666666666297e-01 6.453900709219858589e-01 6.808510638297872175e-01 6.524822695035461528e-01 6.312056737588652711e-01 6.312056737588652711e-01 5.957446808510638014e-01 5.957446808510638014e-01 4.680851063829787329e-01 4.255319148936170248e-01 4.609929078014184389e-01 4.255319148936170248e-01 5.106382978723403854e-01 3.971631205673759046e-01 5.106382978723403854e-01 5.602836879432624428e-01 4.893617021276595591e-01 4.468085106382978511e-01 4.822695035460992652e-01 4.893617021276595591e-01 4.822695035460992652e-01 5.177304964539006793e-01 6.099290780141843893e-01 5.815602836879432136e-01 5.177304964539006793e-01 5.248226950354609732e-01 4.893617021276595591e-01 5.106382978723403854e-01 5.602836879432624428e-01 5.390070921985815611e-01 4.964539007092198530e-01 5.815602836879432136e-01
9.432624113475177596e-01 9.432624113475177596e-01 9.432624113475177596e-01 9.432624113475177596e-01 9.432624113475177596e-01 9.432624113475177596e-01 9.432624113475177596e-01 9.432624113475177596e-01 9.432624113475177596e-01 9.432624113475177596e-01 6.950354609929078054e-01 7.021276595744680993e-01 6.879432624113475114e-01 6.453900709219858589e-01 6.453900709219858589e-01 6.524822695035461528e-01 5.886524822695035075e-01 5.957446808510638014e-01 5.531914893617021489e-01 4.397163120567376127e-01 5.106382978723403854e-01 4.822695035460992652e-01 4.468085106382978511e-01 4.893617021276595591e-01 4.539007092198581450e-01 4.397163120567376127e-01 4.468085106382978511e-01 4.609929078014184389e-01 4.468085106382978511e-01 5.035460992907800915e-01 4.539007092198581450e-01 4.609929078014184389e-01 5.319148936170212671e-01 4.964539007092198530e-01 5.035460992907800915e-01 4.751773049645390268e-01 5.319148936170212671e-01 4.964539007092198530e-01 5.106382978723403854e-01 5.319148936170212671e-01 4.751773049645390268e-01 4.893617021276595591e-01
9.428571428571428381e-01 9.428571428571428381e-01 9.428571428571428381e-01 9.428571428571428381e-01 9.428571428571428381e-01 9.428571428571428381e-01 9.428571428571428381e-01 9.428571428571428381e-01 9.428571428571428381e-01 9.428571428571428381e-01 6.428571428571429047e-01 7.571428571428571175e-01 6.642857142857142572e-01 6.571428571428571397e-01 6.642857142857142572e-01 6.357142857142856762e-01 5.428571428571428159e-01 5.857142857142857428e-01 5.571428571428571619e-01 4.500000000000000111e-01 5.000000000000000000e-01 4.714285714285714191e-01 4.428571428571428381e-01 4.714285714285714191e-01 5.000000000000000000e-01 5.285714285714285809e-01 4.785714285714285920e-01 5.142857142857142350e-01 5.214285714285714635e-01 5.285714285714285809e-01 5.214285714285714635e-01 5.642857142857142794e-01 5.214285714285714635e-01 5.357142857142856984e-01 5.142857142857142350e-01 5.428571428571428159e-01 4.642857142857143016e-01 5.357142857142856984e-01 5.000000000000000000e-01 5.428571428571428159e-01 5.571428571428571619e-01 5.357142857142856984e-01
9.428571428571428381e-01 9.428571428571428381e-01 9.428571428571428381e-01 9.428571428571428381e-01 9.428571428571428381e-01 9.428571428571428381e-01 9.428571428571428381e-01 9.428571428571428381e-01 9.428571428571428381e-01 8.642857142857143238e-01 6.357142857142856762e-01 6.500000000000000222e-01 6.928571428571428381e-01 6.857142857142857206e-01 6.285714285714285587e-01 6.214285714285714413e-01 6.285714285714285587e-01 5.000000000000000000e-01 4.928571428571428825e-01 4.928571428571428825e-01 4.857142857142857095e-01 4.785714285714285920e-01 4.642857142857143016e-01 5.500000000000000444e-01 5.357142857142856984e-01 4.642857142857143016e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.642857142857142794e-01 4.928571428571428825e-01 5.357142857142856984e-01 5.571428571428571619e-01 5.642857142857142794e-01 4.500000000000000111e-01 4.642857142857143016e-01 5.500000000000000444e-01 5.285714285714285809e-01 4.428571428571428381e-01 5.714285714285713969e-01 5.642857142857142794e-01 4.571428571428571286e-01 5.214285714285714635e-01
