1.000000000000000000e+00 1.000000000000000056e-01 1.000000000000000021e-02 1.000000000000000021e-03 1.000000000000000048e-04 1.000000000000000082e-05 9.999999999999999547e-07 9.999999999999999547e-08 1.000000000000000021e-08 1.000000000000000062e-09 1.000000000000000036e-10 0.000000000000000000e+00
9.470198675496688256e-01 6.622516556291391243e-01 6.092715231788079500e-01 5.496688741721854621e-01 6.423841059602648507e-01 6.225165562913906880e-01 5.695364238410596247e-01 5.960264900662252119e-01 5.894039735099337873e-01 6.357615894039735371e-01 5.165562913907284504e-01 5.761589403973509382e-01
9.459459459459459429e-01 6.959459459459459429e-01 5.202702702702702853e-01 6.013513513513513153e-01 5.945945945945946276e-01 5.675675675675675436e-01 5.878378378378378288e-01 5.675675675675675436e-01 5.608108108108108558e-01 5.743243243243243423e-01 5.540540540540540571e-01 5.945945945945946276e-01
9.448275862068965525e-01 6.689655172413793149e-01 5.034482758620689724e-01 4.965517241379310276e-01 4.965517241379310276e-01 5.448275862068965303e-01 5.103448275862069172e-01 5.379310344827585855e-01 5.517241379310344751e-01 5.241379310344828069e-01 5.172413793103448620e-01 5.448275862068965303e-01
9.448275862068965525e-01 6.689655172413793149e-01 4.758620689655172487e-01 4.896551724137930828e-01 4.689655172413793038e-01 4.137931034482758563e-01 5.172413793103448620e-01 4.689655172413793038e-01 4.551724137931034697e-01 4.551724137931034697e-01 4.137931034482758563e-01 5.034482758620689724e-01
9.436619718309858795e-01 6.830985915492957528e-01 5.070422535211267512e-01 5.492957746478873693e-01 5.704225352112676228e-01 5.281690140845070047e-01 5.492957746478873693e-01 4.788732394366196909e-01 5.070422535211267512e-01 5.492957746478873693e-01 5.070422535211267512e-01 5.352112676056337559e-01
9.432624113475177596e-01 7.092198581560283932e-01 4.680851063829787329e-01 5.886524822695035075e-01 4.822695035460992652e-01 5.319148936170212671e-01 5.531914893617021489e-01 5.602836879432624428e-01 5.035460992907800915e-01 5.602836879432624428e-01 5.602836879432624428e-01 5.744680851063830307e-01
9.432624113475177596e-01 6.808510638297872175e-01 4.397163120567376127e-01 4.893617021276595591e-01 5.035460992907800915e-01 4.822695035460992652e-01 4.964539007092198530e-01 4.680851063829787329e-01 4.751773049645390268e-01 4.893617021276595591e-01 5.673758865248227368e-01 4.609929078014184389e-01
9.428571428571428381e-01 6.857142857142857206e-01 5.999999999999999778e-01 5.428571428571428159e-01 5.642857142857142794e-01 6.071428571428570953e-01 5.857142857142857428e-01 5.214285714285714635e-01 5.642857142857142794e-01 5.714285714285713969e-01 5.785714285714286254e-01 5.571428571428571619e-01
9.428571428571428381e-01 6.714285714285713746e-01 4.000000000000000222e-01 4.357142857142857206e-01 5.642857142857142794e-01 5.142857142857142350e-01 5.571428571428571619e-01 5.000000000000000000e-01 4.642857142857143016e-01 5.714285714285713969e-01 5.428571428571428159e-01 5.142857142857142350e-01
9.496402877697841527e-01 6.546762589928057929e-01 5.323741007194244812e-01 5.323741007194244812e-01 4.892086330935251914e-01 4.532374100719424592e-01 5.395683453237409832e-01 5.179856115107913661e-01 5.107913669064748641e-01 5.323741007194244812e-01 5.323741007194244812e-01 4.820143884892086339e-01
9.489051094890510463e-01 7.007299270072993025e-01 5.255474452554744769e-01 5.109489051094890932e-01 4.963503649635036541e-01 5.912408759124088142e-01 5.328467153284671687e-01 4.963503649635036541e-01 5.547445255474452441e-01 5.547445255474452441e-01 5.182481751824817851e-01 5.766423357664233196e-01
9.489051094890510463e-01 7.445255474452554534e-01 4.671532846715328313e-01 5.255474452554744769e-01 4.890510948905109623e-01 5.328467153284671687e-01 5.620437956204379359e-01 5.693430656934306278e-01 5.693430656934306278e-01 6.277372262773722733e-01 5.182481751824817851e-01 4.963503649635036541e-01
9.489051094890510463e-01 7.080291970802919943e-01 4.671532846715328313e-01 4.817518248175182705e-01 4.598540145985401395e-01 4.963503649635036541e-01 5.328467153284671687e-01 5.401459854014598605e-01 5.255474452554744769e-01 4.452554744525547559e-01 5.255474452554744769e-01 5.547445255474452441e-01
9.485294117647058432e-01 6.985294117647058432e-01 5.000000000000000000e-01 5.588235294117647189e-01 5.220588235294117974e-01 5.294117647058823595e-01 5.441176470588234837e-01 5.294117647058823595e-01 5.441176470588234837e-01 5.514705882352941568e-01 5.514705882352941568e-01 5.294117647058823595e-01
9.481481481481481843e-01 7.629629629629629539e-01 5.185185185185184897e-01 4.592592592592592560e-01 4.962962962962962910e-01 5.703703703703704164e-01 5.555555555555555802e-01 5.481481481481481621e-01 5.629629629629629983e-01 5.703703703703704164e-01 5.629629629629629983e-01 5.851851851851851416e-01
9.469696969696970168e-01 6.969696969696970168e-01 4.772727272727272929e-01 5.530303030303029832e-01 5.984848484848485084e-01 6.590909090909090606e-01 5.757575757575758013e-01 4.621212121212120993e-01 5.303030303030302761e-01 5.909090909090909394e-01 5.984848484848485084e-01 5.984848484848485084e-01
9.461538461538461231e-01 7.076923076923077316e-01 5.153846153846153300e-01 5.769230769230768718e-01 5.384615384615384359e-01 5.615384615384615419e-01 5.615384615384615419e-01 5.923076923076923128e-01 5.999999999999999778e-01 6.461538461538461897e-01 5.615384615384615419e-01 5.230769230769231060e-01
9.461538461538461231e-01 7.461538461538461675e-01 4.692307692307692291e-01 5.615384615384615419e-01 6.076923076923076428e-01 5.384615384615384359e-01 4.692307692307692291e-01 5.999999999999999778e-01 5.461538461538461009e-01 4.923076923076923350e-01 5.769230769230768718e-01 5.769230769230768718e-01
9.457364341085271464e-01 6.511627906976744651e-01 4.573643410852712976e-01 5.193798449612403445e-01 5.503875968992247847e-01 5.736434108527131981e-01 5.503875968992247847e-01 5.348837209302325091e-01 5.271317829457364823e-01 5.116279069767442067e-01 5.503875968992247847e-01 5.968992248062015005e-01
9.453125000000000000e-01 6.562500000000000000e-01 4.843750000000000000e-01 5.312500000000000000e-01 5.781250000000000000e-01 5.000000000000000000e-01 5.156250000000000000e-01 5.703125000000000000e-01 5.390625000000000000e-01 5.468750000000000000e-01 5.859375000000000000e-01 5.937500000000000000e-01
