1.000000000000000000e+00 1.000000000000000056e-01 1.000000000000000021e-02 1.000000000000000021e-03 1.000000000000000048e-04 1.000000000000000082e-05 9.999999999999999547e-07 9.999999999999999547e-08 1.000000000000000021e-08 1.000000000000000062e-09 1.000000000000000036e-10 0.000000000000000000e+00
3.148854961832061039e-01 2.624045801526717625e-01 2.080152671755725324e-01 1.612595419847328293e-01 1.307251908396946660e-01 1.259541984732824305e-01 1.259541984732824305e-01 1.240458015267175557e-01 1.240458015267175557e-01 1.221374045801526670e-01 1.259541984732824305e-01 1.269083969465648887e-01
3.129770992366412430e-01 2.748091603053435250e-01 2.337786259541984601e-01 1.669847328244274676e-01 1.154580152671755705e-01 1.040076335877862662e-01 1.040076335877862662e-01 1.059160305343511410e-01 1.049618320610686967e-01 1.049618320610686967e-01 1.049618320610686967e-01 1.040076335877862662e-01
3.151862464183380896e-01 2.874880611270296260e-01 2.244508118433619914e-01 1.824259789875835591e-01 1.251193887297039065e-01 1.184336198662846174e-01 1.117478510028653282e-01 1.136580706781279843e-01 1.165234001910219613e-01 1.174785100286532963e-01 1.136580706781279843e-01 1.155682903533906403e-01
3.123209169054441126e-01 2.846227316141356489e-01 2.263610315186246336e-01 1.738299904489016279e-01 1.222540592168099294e-01 1.165234001910219613e-01 1.203438395415472734e-01 1.165234001910219613e-01 1.165234001910219613e-01 1.136580706781279843e-01 1.155682903533906403e-01 1.174785100286532963e-01
3.132760267430754753e-01 2.798471824259790020e-01 2.101241642788920783e-01 1.642788920725883339e-01 1.193887297039159523e-01 1.127029608404966632e-01 1.127029608404966632e-01 1.127029608404966632e-01 1.136580706781279843e-01 1.127029608404966632e-01 1.107927411652340072e-01 1.117478510028653282e-01
3.151862464183380896e-01 2.874880611270296260e-01 2.234957020057306565e-01 1.604584527220630497e-01 1.146131805157593192e-01 1.165234001910219613e-01 1.117478510028653282e-01 1.127029608404966632e-01 1.107927411652340072e-01 1.117478510028653282e-01 1.107927411652340072e-01 1.136580706781279843e-01
3.142311365807067824e-01 2.836676217765042862e-01 2.215854823304680143e-01 1.642788920725883339e-01 1.212989493791786083e-01 1.165234001910219613e-01 1.184336198662846174e-01 1.174785100286532963e-01 1.184336198662846174e-01 1.174785100286532963e-01 1.184336198662846174e-01 1.184336198662846174e-01
3.151862464183380896e-01 2.846227316141356489e-01 2.177650429799427023e-01 1.843361986628462290e-01 1.289398280802292185e-01 1.212989493791786083e-01 1.203438395415472734e-01 1.193887297039159523e-01 1.212989493791786083e-01 1.203438395415472734e-01 1.222540592168099294e-01 1.193887297039159523e-01
3.104106972301814982e-01 2.827125119388729790e-01 2.168099331423113674e-01 1.642788920725883339e-01 1.289398280802292185e-01 1.222540592168099294e-01 1.222540592168099294e-01 1.193887297039159523e-01 1.212989493791786083e-01 1.222540592168099294e-01 1.212989493791786083e-01 1.212989493791786083e-01
3.142311365807067824e-01 2.836676217765042862e-01 2.254059216809933264e-01 1.728748806112702929e-01 1.404011461318051546e-01 1.327602674307545305e-01 1.327602674307545305e-01 1.346704871060172004e-01 1.346704871060172004e-01 1.289398280802292185e-01 1.384909264565425124e-01 1.327602674307545305e-01
