"trial","dataset","model","missclassification"
"29","xor","NN + Offset Invariant","0.225"
"30","moons","Random Forest","0.075"
"30","moons","Linear Discriminant Analysis","0.15"
"30","moons","NN","0.15"
"30","moons","NN + L2","0.55"
"30","moons","NN + Scale Invariant","0.175"
"30","moons","NN + Offset Invariant","0.15"
"30","circles","Random Forest","0.3"
"30","circles","Linear Discriminant Analysis","0.575"
"30","circles","NN","0.3"
"30","circles","NN + L2","0.55"
"30","circles","NN + Scale Invariant","0.575"
"30","circles","NN + Offset Invariant","0.4"
"30","linear","Random Forest","0.1"
"30","linear","Linear Discriminant Analysis","0.125"
"30","linear","NN","0.175"
"30","linear","NN + L2","0.6"
"30","linear","NN + Scale Invariant","0.125"
"30","linear","NN + Offset Invariant","0.15"
"30","xor","Random Forest","0.175"
"30","xor","Linear Discriminant Analysis","0.6"
"30","xor","NN","0.2"
"30","xor","NN + L2","0.45"
"30","xor","NN + Scale Invariant","0.175"
"30","xor","NN + Offset Invariant","0.275"
"31","moons","Random Forest","0.225"
"31","moons","Linear Discriminant Analysis","0.15"
"31","moons","NN","0.175"
"31","moons","NN + L2","0.675"
"31","moons","NN + Scale Invariant","0.175"
"31","moons","NN + Offset Invariant","0.15"
"31","circles","Random Forest","0.25"
"31","circles","Linear Discriminant Analysis","0.675"
"31","circles","NN","0.475"
"31","circles","NN + L2","0.625"
"31","circles","NN + Scale Invariant","0.5"
"31","circles","NN + Offset Invariant","0.5"
"31","linear","Random Forest","0.05"
"31","linear","Linear Discriminant Analysis","0.1"
"31","linear","NN","0.1"
"31","linear","NN + L2","0.5"
"31","linear","NN + Scale Invariant","0.05"
"31","linear","NN + Offset Invariant","0.05"
"31","xor","Random Forest","0.3"
"31","xor","Linear Discriminant Analysis","0.475"
"31","xor","NN","0.35"
"31","xor","NN + L2","0.525"
"31","xor","NN + Scale Invariant","0.275"
"31","xor","NN + Offset Invariant","0.275"
"32","moons","Random Forest","0.175"
"32","moons","Linear Discriminant Analysis","0.1"
"32","moons","NN","0.15"
"32","moons","NN + L2","0.55"
"32","moons","NN + Scale Invariant","0.125"
"32","moons","NN + Offset Invariant","0.15"
"32","circles","Random Forest","0.15"
"32","circles","Linear Discriminant Analysis","0.5"
"32","circles","NN","0.475"
"32","circles","NN + L2","0.5"
"32","circles","NN + Scale Invariant","0.375"
"32","circles","NN + Offset Invariant","0.25"
"32","linear","Random Forest","0.25"
"32","linear","Linear Discriminant Analysis","0.15"
"32","linear","NN","0.1"
"32","linear","NN + L2","0.55"
"32","linear","NN + Scale Invariant","0.225"
"32","linear","NN + Offset Invariant","0.125"
"32","xor","Random Forest","0.3"
"32","xor","Linear Discriminant Analysis","0.4"
"32","xor","NN","0.25"
"32","xor","NN + L2","0.575"
"32","xor","NN + Scale Invariant","0.225"
"32","xor","NN + Offset Invariant","0.225"
"33","moons","Random Forest","0.2"
"33","moons","Linear Discriminant Analysis","0.225"
"33","moons","NN","0.225"
"33","moons","NN + L2","0.55"
"33","moons","NN + Scale Invariant","0.2"
"33","moons","NN + Offset Invariant","0.175"
"33","circles","Random Forest","0.1"
"33","circles","Linear Discriminant Analysis","0.6"
"33","circles","NN","0.425"
"33","circles","NN + L2","0.55"
"33","circles","NN + Scale Invariant","0.45"
"33","circles","NN + Offset Invariant","0.4"
"33","linear","Random Forest","0.2"
"33","linear","Linear Discriminant Analysis","0.15"
"33","linear","NN","0.125"
"33","linear","NN + L2","0.5"
"33","linear","NN + Scale Invariant","0.125"
"33","linear","NN + Offset Invariant","0.125"
"33","xor","Random Forest","0.3"
"33","xor","Linear Discriminant Analysis","0.475"
"33","xor","NN","0.425"
"33","xor","NN + L2","0.6"
"33","xor","NN + Scale Invariant","0.4"
"33","xor","NN + Offset Invariant","0.4"
"34","moons","Random Forest","0.25"
"34","moons","Linear Discriminant Analysis","0.225"
"34","moons","NN","0.2"
"34","moons","NN + L2","0.6"
"34","moons","NN + Scale Invariant","0.225"
"34","moons","NN + Offset Invariant","0.225"
"34","circles","Random Forest","0.075"
"34","circles","Linear Discriminant Analysis","0.55"
"34","circles","NN","0.175"
"34","circles","NN + L2","0.525"
"34","circles","NN + Scale Invariant","0.25"
"34","circles","NN + Offset Invariant","0.15"
"34","linear","Random Forest","0.3"
"34","linear","Linear Discriminant Analysis","0.15"
"34","linear","NN","0.175"
"34","linear","NN + L2","0.3"
"34","linear","NN + Scale Invariant","0.15"
"34","linear","NN + Offset Invariant","0.15"
"34","xor","Random Forest","0.2"
"34","xor","Linear Discriminant Analysis","0.5"
"34","xor","NN","0.275"
"34","xor","NN + L2","0.525"
"34","xor","NN + Scale Invariant","0.35"
"34","xor","NN + Offset Invariant","0.275"
"35","moons","Random Forest","0.15"
"35","moons","Linear Discriminant Analysis","0.125"
"35","moons","NN","0.15"
"35","moons","NN + L2","0.6"
"35","moons","NN + Scale Invariant","0.125"
"35","moons","NN + Offset Invariant","0.125"
"35","circles","Random Forest","0.175"
"35","circles","Linear Discriminant Analysis","0.525"
"35","circles","NN","0.35"
"35","circles","NN + L2","0.5"
"35","circles","NN + Scale Invariant","0.35"
"35","circles","NN + Offset Invariant","0.35"
"35","linear","Random Forest","0.2"
"35","linear","Linear Discriminant Analysis","0.125"
"35","linear","NN","0.15"
"35","linear","NN + L2","0.525"
"35","linear","NN + Scale Invariant","0.15"
"35","linear","NN + Offset Invariant","0.125"
"35","xor","Random Forest","0.25"
"35","xor","Linear Discriminant Analysis","0.35"
"35","xor","NN","0.5"
"35","xor","NN + L2","0.425"
"35","xor","NN + Scale Invariant","0.175"
"35","xor","NN + Offset Invariant","0.125"
"36","moons","Random Forest","0.15"
"36","moons","Linear Discriminant Analysis","0.175"
"36","moons","NN","0.175"
"36","moons","NN + L2","0.55"
"36","moons","NN + Scale Invariant","0.15"
"36","moons","NN + Offset Invariant","0.175"
"36","circles","Random Forest","0.175"
"36","circles","Linear Discriminant Analysis","0.375"
"36","circles","NN","0.2"
"36","circles","NN + L2","0.55"
"36","circles","NN + Scale Invariant","0.3"
"36","circles","NN + Offset Invariant","0.15"
"36","linear","Random Forest","0.075"
"36","linear","Linear Discriminant Analysis","0.075"
"36","linear","NN","0.1"
"36","linear","NN + L2","0.525"
"36","linear","NN + Scale Invariant","0.1"
"36","linear","NN + Offset Invariant","0.1"
"36","xor","Random Forest","0.275"
"36","xor","Linear Discriminant Analysis","0.45"
"36","xor","NN","0.225"
"36","xor","NN + L2","0.425"
"36","xor","NN + Scale Invariant","0.125"
"36","xor","NN + Offset Invariant","0.15"
"37","moons","Random Forest","0.1"
"37","moons","Linear Discriminant Analysis","0.225"
"37","moons","NN","0.225"
"37","moons","NN + L2","0.625"
"37","moons","NN + Scale Invariant","0.225"
"37","moons","NN + Offset Invariant","0.225"
"37","circles","Random Forest","0.15"
"37","circles","Linear Discriminant Analysis","0.725"
"37","circles","NN","0.45"
"37","circles","NN + L2","0.575"
"37","circles","NN + Scale Invariant","0.5"
"37","circles","NN + Offset Invariant","0.65"
"37","linear","Random Forest","0.2"
"37","linear","Linear Discriminant Analysis","0.1"
"37","linear","NN","0.125"
"37","linear","NN + L2","0.525"
"37","linear","NN + Scale Invariant","0.1"
"37","linear","NN + Offset Invariant","0.15"
"37","xor","Random Forest","0.175"
"37","xor","Linear Discriminant Analysis","0.4"
"37","xor","NN","0.1"
"37","xor","NN + L2","0.325"
"37","xor","NN + Scale Invariant","0.075"
"37","xor","NN + Offset Invariant","0.125"
"38","moons","Random Forest","0.125"
"38","moons","Linear Discriminant Analysis","0.15"
"38","moons","NN","0.1"
"38","moons","NN + L2","0.525"
"38","moons","NN + Scale Invariant","0.125"
"38","moons","NN + Offset Invariant","0.15"
"38","circles","Random Forest","0.175"
"38","circles","Linear Discriminant Analysis","0.525"
"38","circles","NN","0.275"
"38","circles","NN + L2","0.575"
"38","circles","NN + Scale Invariant","0.25"
"38","circles","NN + Offset Invariant","0.275"
"38","linear","Random Forest","0.125"
"38","linear","Linear Discriminant Analysis","0.125"
"38","linear","NN","0.125"
"38","linear","NN + L2","0.525"
"38","linear","NN + Scale Invariant","0.1"
"38","linear","NN + Offset Invariant","0.15"
"38","xor","Random Forest","0.35"
"38","xor","Linear Discriminant Analysis","0.675"
"38","xor","NN","0.275"
"38","xor","NN + L2","0.425"
"38","xor","NN + Scale Invariant","0.125"
"38","xor","NN + Offset Invariant","0.175"
"39","moons","Random Forest","0.15"
"39","moons","Linear Discriminant Analysis","0.175"
"39","moons","NN","0.175"
"39","moons","NN + L2","0.55"
"39","moons","NN + Scale Invariant","0.175"
"39","moons","NN + Offset Invariant","0.2"
"39","circles","Random Forest","0.175"
"39","circles","Linear Discriminant Analysis","0.7"
"39","circles","NN","0.525"
"39","circles","NN + L2","0.525"
"39","circles","NN + Scale Invariant","0.425"
"39","circles","NN + Offset Invariant","0.6"
"39","linear","Random Forest","0.1"
"39","linear","Linear Discriminant Analysis","0.1"
"39","linear","NN","0.225"
"39","linear","NN + L2","0.6"
"39","linear","NN + Scale Invariant","0.2"
"39","linear","NN + Offset Invariant","0.125"
"39","xor","Random Forest","0.175"
"39","xor","Linear Discriminant Analysis","0.525"
"39","xor","NN","0.375"
"39","xor","NN + L2","0.525"
"39","xor","NN + Scale Invariant","0.1"
"39","xor","NN + Offset Invariant","0.05"
"40","moons","Random Forest","0.125"
"40","moons","Linear Discriminant Analysis","0.225"
"40","moons","NN","0.2"
"40","moons","NN + L2","0.525"
"40","moons","NN + Scale Invariant","0.225"
"40","moons","NN + Offset Invariant","0.2"
"40","circles","Random Forest","0.175"
"40","circles","Linear Discriminant Analysis","0.625"
"40","circles","NN","0.325"
"40","circles","NN + L2","0.525"
"40","circles","NN + Scale Invariant","0.35"
"40","circles","NN + Offset Invariant","0.4"
"40","linear","Random Forest","0.2"
"40","linear","Linear Discriminant Analysis","0.225"
"40","linear","NN","0.25"
"40","linear","NN + L2","0.55"
"40","linear","NN + Scale Invariant","0.25"
"40","linear","NN + Offset Invariant","0.2"
"40","xor","Random Forest","0.225"
"40","xor","Linear Discriminant Analysis","0.525"
"40","xor","NN","0.25"
"40","xor","NN + L2","0.525"
"40","xor","NN + Scale Invariant","0.3"
"40","xor","NN + Offset Invariant","0.275"
"41","moons","Random Forest","0.15"
"41","moons","Linear Discriminant Analysis","0.125"
"41","moons","NN","0.15"
"41","moons","NN + L2","0.25"
"41","moons","NN + Scale Invariant","0.125"
"41","moons","NN + Offset Invariant","0.15"
"41","circles","Random Forest","0.275"
"41","circles","Linear Discriminant Analysis","0.475"
"41","circles","NN","0.425"
"41","circles","NN + L2","0.525"
"41","circles","NN + Scale Invariant","0.55"
"41","circles","NN + Offset Invariant","0.4"
"41","linear","Random Forest","0.275"
"41","linear","Linear Discriminant Analysis","0.175"
"41","linear","NN","0.2"
"41","linear","NN + L2","0.5"
"41","linear","NN + Scale Invariant","0.2"
"41","linear","NN + Offset Invariant","0.175"
"41","xor","Random Forest","0.325"
"41","xor","Linear Discriminant Analysis","0.525"
"41","xor","NN","0.25"
"41","xor","NN + L2","0.5"
"41","xor","NN + Scale Invariant","0.2"
"41","xor","NN + Offset Invariant","0.2"
"42","moons","Random Forest","0.125"
"42","moons","Linear Discriminant Analysis","0.25"
"42","moons","NN","0.275"
"42","moons","NN + L2","0.55"
"42","moons","NN + Scale Invariant","0.2"
"42","moons","NN + Offset Invariant","0.225"
"42","circles","Random Forest","0.2"
"42","circles","Linear Discriminant Analysis","0.475"
"42","circles","NN","0.25"
"42","circles","NN + L2","0.5"
"42","circles","NN + Scale Invariant","0.275"
"42","circles","NN + Offset Invariant","0.175"
"42","linear","Random Forest","0.025"
"42","linear","Linear Discriminant Analysis","0.05"
"42","linear","NN","0.025"
"42","linear","NN + L2","0.55"
"42","linear","NN + Scale Invariant","0.025"
"42","linear","NN + Offset Invariant","0.0"
"42","xor","Random Forest","0.35"
"42","xor","Linear Discriminant Analysis","0.375"
"42","xor","NN","0.2"
"42","xor","NN + L2","0.475"
"42","xor","NN + Scale Invariant","0.175"
"42","xor","NN + Offset Invariant","0.225"
"43","moons","Random Forest","0.15"
"43","moons","Linear Discriminant Analysis","0.15"
"43","moons","NN","0.175"
"43","moons","NN + L2","0.5"
"43","moons","NN + Scale Invariant","0.15"
"43","moons","NN + Offset Invariant","0.125"
"43","circles","Random Forest","0.2"
"43","circles","Linear Discriminant Analysis","0.525"
"43","circles","NN","0.425"
"43","circles","NN + L2","0.55"
"43","circles","NN + Scale Invariant","0.325"
"43","circles","NN + Offset Invariant","0.225"
"43","linear","Random Forest","0.025"
"43","linear","Linear Discriminant Analysis","0.025"
"43","linear","NN","0.05"
"43","linear","NN + L2","0.55"
"43","linear","NN + Scale Invariant","0.025"
"43","linear","NN + Offset Invariant","0.05"
"43","xor","Random Forest","0.3"
"43","xor","Linear Discriminant Analysis","0.475"
"43","xor","NN","0.25"
"43","xor","NN + L2","0.6"
"43","xor","NN + Scale Invariant","0.3"
"43","xor","NN + Offset Invariant","0.25"
"44","moons","Random Forest","0.075"
"44","moons","Linear Discriminant Analysis","0.15"
"44","moons","NN","0.225"
"44","moons","NN + L2","0.55"
"44","moons","NN + Scale Invariant","0.275"
"44","moons","NN + Offset Invariant","0.2"
"44","circles","Random Forest","0.075"
"44","circles","Linear Discriminant Analysis","0.7"
"44","circles","NN","0.675"
"44","circles","NN + L2","0.575"
"44","circles","NN + Scale Invariant","0.6"
"44","circles","NN + Offset Invariant","0.45"
"44","linear","Random Forest","0.125"
"44","linear","Linear Discriminant Analysis","0.2"
"44","linear","NN","0.225"
"44","linear","NN + L2","0.5"
"44","linear","NN + Scale Invariant","0.175"
"44","linear","NN + Offset Invariant","0.2"
"44","xor","Random Forest","0.125"
"44","xor","Linear Discriminant Analysis","0.35"
"44","xor","NN","0.175"
"44","xor","NN + L2","0.55"
"44","xor","NN + Scale Invariant","0.2"
"44","xor","NN + Offset Invariant","0.15"
"45","moons","Random Forest","0.125"
"45","moons","Linear Discriminant Analysis","0.1"
"45","moons","NN","0.1"
"45","moons","NN + L2","0.15"
"45","moons","NN + Scale Invariant","0.1"
"45","moons","NN + Offset Invariant","0.1"
"45","circles","Random Forest","0.175"
"45","circles","Linear Discriminant Analysis","0.575"
"45","circles","NN","0.475"
"45","circles","NN + L2","0.5"
"45","circles","NN + Scale Invariant","0.425"
"45","circles","NN + Offset Invariant","0.375"
"45","linear","Random Forest","0.375"
"45","linear","Linear Discriminant Analysis","0.175"
"45","linear","NN","0.2"
"45","linear","NN + L2","0.6"
"45","linear","NN + Scale Invariant","0.175"
"45","linear","NN + Offset Invariant","0.225"
"45","xor","Random Forest","0.225"
"45","xor","Linear Discriminant Analysis","0.6"
"45","xor","NN","0.125"
"45","xor","NN + L2","0.475"
"45","xor","NN + Scale Invariant","0.175"
"45","xor","NN + Offset Invariant","0.175"
"46","moons","Random Forest","0.225"
"46","moons","Linear Discriminant Analysis","0.2"
"46","moons","NN","0.25"
"46","moons","NN + L2","0.6"
"46","moons","NN + Scale Invariant","0.175"
"46","moons","NN + Offset Invariant","0.225"
"46","circles","Random Forest","0.1"
"46","circles","Linear Discriminant Analysis","0.575"
"46","circles","NN","0.5"
"46","circles","NN + L2","0.525"
"46","circles","NN + Scale Invariant","0.475"
"46","circles","NN + Offset Invariant","0.5"
"46","linear","Random Forest","0.125"
"46","linear","Linear Discriminant Analysis","0.025"
"46","linear","NN","0.025"
"46","linear","NN + L2","0.575"
"46","linear","NN + Scale Invariant","0.025"
"46","linear","NN + Offset Invariant","0.025"
"46","xor","Random Forest","0.125"
"46","xor","Linear Discriminant Analysis","0.225"
"46","xor","NN","0.125"
"46","xor","NN + L2","0.3"
"46","xor","NN + Scale Invariant","0.125"
"46","xor","NN + Offset Invariant","0.125"
"47","moons","Random Forest","0.1"
"47","moons","Linear Discriminant Analysis","0.15"
"47","moons","NN","0.15"
"47","moons","NN + L2","0.525"
"47","moons","NN + Scale Invariant","0.15"
"47","moons","NN + Offset Invariant","0.15"
"47","circles","Random Forest","0.125"
"47","circles","Linear Discriminant Analysis","0.75"
"47","circles","NN","0.575"
"47","circles","NN + L2","0.575"
"47","circles","NN + Scale Invariant","0.425"
"47","circles","NN + Offset Invariant","0.525"
"47","linear","Random Forest","0.325"
"47","linear","Linear Discriminant Analysis","0.275"
"47","linear","NN","0.25"
"47","linear","NN + L2","0.55"
"47","linear","NN + Scale Invariant","0.275"
"47","linear","NN + Offset Invariant","0.25"
"47","xor","Random Forest","0.225"
"47","xor","Linear Discriminant Analysis","0.525"
"47","xor","NN","0.125"
"47","xor","NN + L2","0.525"
"47","xor","NN + Scale Invariant","0.225"
"47","xor","NN + Offset Invariant","0.125"
"48","moons","Random Forest","0.15"
"48","moons","Linear Discriminant Analysis","0.25"
"48","moons","NN","0.25"
"48","moons","NN + L2","0.525"
"48","moons","NN + Scale Invariant","0.25"
"48","moons","NN + Offset Invariant","0.175"
"48","circles","Random Forest","0.225"
"48","circles","Linear Discriminant Analysis","0.5"
"48","circles","NN","0.2"
"48","circles","NN + L2","0.525"
"48","circles","NN + Scale Invariant","0.175"
"48","circles","NN + Offset Invariant","0.3"
"48","linear","Random Forest","0.2"
"48","linear","Linear Discriminant Analysis","0.075"
"48","linear","NN","0.05"
"48","linear","NN + L2","0.55"
"48","linear","NN + Scale Invariant","0.1"
"48","linear","NN + Offset Invariant","0.1"
"48","xor","Random Forest","0.275"
"48","xor","Linear Discriminant Analysis","0.55"
"48","xor","NN","0.275"
"48","xor","NN + L2","0.5"
"48","xor","NN + Scale Invariant","0.25"
"48","xor","NN + Offset Invariant","0.275"
"49","moons","Random Forest","0.075"
"49","moons","Linear Discriminant Analysis","0.2"
"49","moons","NN","0.225"
"49","moons","NN + L2","0.5"
"49","moons","NN + Scale Invariant","0.175"
"49","moons","NN + Offset Invariant","0.175"
"49","circles","Random Forest","0.15"
"49","circles","Linear Discriminant Analysis","0.575"
"49","circles","NN","0.3"
"49","circles","NN + L2","0.575"
"49","circles","NN + Scale Invariant","0.45"
"49","circles","NN + Offset Invariant","0.375"
"49","linear","Random Forest","0.2"
"49","linear","Linear Discriminant Analysis","0.225"
"49","linear","NN","0.175"
"49","linear","NN + L2","0.525"
"49","linear","NN + Scale Invariant","0.175"
"49","linear","NN + Offset Invariant","0.15"
"49","xor","Random Forest","0.075"
"49","xor","Linear Discriminant Analysis","0.325"
"49","xor","NN","0.25"
"49","xor","NN + L2","0.475"
"49","xor","NN + Scale Invariant","0.175"
"49","xor","NN + Offset Invariant","0.3"
"50","moons","Random Forest","0.125"
"50","moons","Linear Discriminant Analysis","0.125"
"50","moons","NN","0.125"
"50","moons","NN + L2","0.575"
"50","moons","NN + Scale Invariant","0.125"
"50","moons","NN + Offset Invariant","0.15"
"50","circles","Random Forest","0.125"
"50","circles","Linear Discriminant Analysis","0.55"
"50","circles","NN","0.325"
"50","circles","NN + L2","0.525"
"50","circles","NN + Scale Invariant","0.55"
"50","circles","NN + Offset Invariant","0.475"
"50","linear","Random Forest","0.05"
"50","linear","Linear Discriminant Analysis","0.05"
"50","linear","NN","0.05"
"50","linear","NN + L2","0.525"
"50","linear","NN + Scale Invariant","0.075"
"50","linear","NN + Offset Invariant","0.075"
"50","xor","Random Forest","0.35"
"50","xor","Linear Discriminant Analysis","0.525"
"50","xor","NN","0.275"
"50","xor","NN + L2","0.5"
"50","xor","NN + Scale Invariant","0.35"
"50","xor","NN + Offset Invariant","0.25"
"51","moons","Random Forest","0.275"
"51","moons","Linear Discriminant Analysis","0.225"
"51","moons","NN","0.225"
"51","moons","NN + L2","0.45"
"51","moons","NN + Scale Invariant","0.225"
"51","moons","NN + Offset Invariant","0.2"
"51","circles","Random Forest","0.05"
"51","circles","Linear Discriminant Analysis","0.55"
"51","circles","NN","0.375"
"51","circles","NN + L2","0.55"
"51","circles","NN + Scale Invariant","0.55"
"51","circles","NN + Offset Invariant","0.425"
"51","linear","Random Forest","0.475"
"51","linear","Linear Discriminant Analysis","0.425"
"51","linear","NN","0.4"
"51","linear","NN + L2","0.525"
"51","linear","NN + Scale Invariant","0.375"
"51","linear","NN + Offset Invariant","0.425"
"51","xor","Random Forest","0.275"
"51","xor","Linear Discriminant Analysis","0.35"
"51","xor","NN","0.125"
"51","xor","NN + L2","0.4"
"51","xor","NN + Scale Invariant","0.275"
"51","xor","NN + Offset Invariant","0.125"
"52","moons","Random Forest","0.125"
"52","moons","Linear Discriminant Analysis","0.175"
"52","moons","NN","0.15"
"52","moons","NN + L2","0.55"
"52","moons","NN + Scale Invariant","0.125"
"52","moons","NN + Offset Invariant","0.2"
"52","circles","Random Forest","0.125"
"52","circles","Linear Discriminant Analysis","0.5"
"52","circles","NN","0.4"
"52","circles","NN + L2","0.6"
"52","circles","NN + Scale Invariant","0.275"
"52","circles","NN + Offset Invariant","0.375"
"52","linear","Random Forest","0.125"
"52","linear","Linear Discriminant Analysis","0.05"
"52","linear","NN","0.05"
"52","linear","NN + L2","0.525"
"52","linear","NN + Scale Invariant","0.05"
"52","linear","NN + Offset Invariant","0.05"
"52","xor","Random Forest","0.35"
"52","xor","Linear Discriminant Analysis","0.6"
"52","xor","NN","0.3"
"52","xor","NN + L2","0.6"
"52","xor","NN + Scale Invariant","0.225"
"52","xor","NN + Offset Invariant","0.25"
"53","moons","Random Forest","0.175"
"53","moons","Linear Discriminant Analysis","0.15"
"53","moons","NN","0.175"
"53","moons","NN + L2","0.5"
"53","moons","NN + Scale Invariant","0.25"
"53","moons","NN + Offset Invariant","0.15"
"53","circles","Random Forest","0.2"
"53","circles","Linear Discriminant Analysis","0.625"
"53","circles","NN","0.325"
"53","circles","NN + L2","0.55"
"53","circles","NN + Scale Invariant","0.6"
"53","circles","NN + Offset Invariant","0.375"
"53","linear","Random Forest","0.075"
"53","linear","Linear Discriminant Analysis","0.075"
"53","linear","NN","0.05"
"53","linear","NN + L2","0.4"
"53","linear","NN + Scale Invariant","0.05"
"53","linear","NN + Offset Invariant","0.05"
"53","xor","Random Forest","0.375"
"53","xor","Linear Discriminant Analysis","0.5"
"53","xor","NN","0.35"
"53","xor","NN + L2","0.575"
"53","xor","NN + Scale Invariant","0.15"
"53","xor","NN + Offset Invariant","0.175"
"54","moons","Random Forest","0.15"
"54","moons","Linear Discriminant Analysis","0.175"
"54","moons","NN","0.175"
"54","moons","NN + L2","0.6"
"54","moons","NN + Scale Invariant","0.175"
"54","moons","NN + Offset Invariant","0.15"
"54","circles","Random Forest","0.175"
"54","circles","Linear Discriminant Analysis","0.55"
"54","circles","NN","0.3"
"54","circles","NN + L2","0.55"
"54","circles","NN + Scale Invariant","0.3"
"54","circles","NN + Offset Invariant","0.5"
"54","linear","Random Forest","0.125"
"54","linear","Linear Discriminant Analysis","0.05"
"54","linear","NN","0.15"
"54","linear","NN + L2","0.55"
"54","linear","NN + Scale Invariant","0.075"
"54","linear","NN + Offset Invariant","0.05"
"54","xor","Random Forest","0.25"
"54","xor","Linear Discriminant Analysis","0.4"
"54","xor","NN","0.275"
"54","xor","NN + L2","0.375"
"54","xor","NN + Scale Invariant","0.225"
"54","xor","NN + Offset Invariant","0.275"
"55","moons","Random Forest","0.15"
"55","moons","Linear Discriminant Analysis","0.175"
"55","moons","NN","0.175"
"55","moons","NN + L2","0.575"
"55","moons","NN + Scale Invariant","0.15"
"55","moons","NN + Offset Invariant","0.125"
"55","circles","Random Forest","0.2"
"55","circles","Linear Discriminant Analysis","0.6"
"55","circles","NN","0.4"
"55","circles","NN + L2","0.525"
"55","circles","NN + Scale Invariant","0.475"
"55","circles","NN + Offset Invariant","0.6"
"55","linear","Random Forest","0.15"
"55","linear","Linear Discriminant Analysis","0.05"
"55","linear","NN","0.1"
"55","linear","NN + L2","0.25"
"55","linear","NN + Scale Invariant","0.05"
"55","linear","NN + Offset Invariant","0.075"
"55","xor","Random Forest","0.3"
"55","xor","Linear Discriminant Analysis","0.475"
"55","xor","NN","0.3"
"55","xor","NN + L2","0.65"
"55","xor","NN + Scale Invariant","0.325"
"55","xor","NN + Offset Invariant","0.25"
"56","moons","Random Forest","0.125"
"56","moons","Linear Discriminant Analysis","0.15"
"56","moons","NN","0.15"
"56","moons","NN + L2","0.5"
"56","moons","NN + Scale Invariant","0.175"
"56","moons","NN + Offset Invariant","0.25"
"56","circles","Random Forest","0.25"
"56","circles","Linear Discriminant Analysis","0.5"
"56","circles","NN","0.175"
"56","circles","NN + L2","0.55"
"56","circles","NN + Scale Invariant","0.425"
"56","circles","NN + Offset Invariant","0.225"
"56","linear","Random Forest","0.175"
"56","linear","Linear Discriminant Analysis","0.1"
"56","linear","NN","0.125"
"56","linear","NN + L2","0.55"
"56","linear","NN + Scale Invariant","0.15"
"56","linear","NN + Offset Invariant","0.1"
"56","xor","Random Forest","0.2"
"56","xor","Linear Discriminant Analysis","0.425"
"56","xor","NN","0.1"
"56","xor","NN + L2","0.525"
"56","xor","NN + Scale Invariant","0.125"
"56","xor","NN + Offset Invariant","0.1"
"57","moons","Random Forest","0.15"
"57","moons","Linear Discriminant Analysis","0.1"
"57","moons","NN","0.1"
"57","moons","NN + L2","0.65"
"57","moons","NN + Scale Invariant","0.1"
"57","moons","NN + Offset Invariant","0.1"
"57","circles","Random Forest","0.2"
"57","circles","Linear Discriminant Analysis","0.65"
"57","circles","NN","0.475"
"57","circles","NN + L2","0.575"
"57","circles","NN + Scale Invariant","0.475"
"57","circles","NN + Offset Invariant","0.425"
"57","linear","Random Forest","0.05"
"57","linear","Linear Discriminant Analysis","0.075"
"57","linear","NN","0.075"
"57","linear","NN + L2","0.65"
"57","linear","NN + Scale Invariant","0.075"
"57","linear","NN + Offset Invariant","0.075"
"57","xor","Random Forest","0.325"
"57","xor","Linear Discriminant Analysis","0.525"
"57","xor","NN","0.1"
"57","xor","NN + L2","0.45"
"57","xor","NN + Scale Invariant","0.2"
"57","xor","NN + Offset Invariant","0.175"
"58","moons","Random Forest","0.225"
"58","moons","Linear Discriminant Analysis","0.275"
"58","moons","NN","0.25"
"58","moons","NN + L2","0.525"
"58","moons","NN + Scale Invariant","0.275"
"58","moons","NN + Offset Invariant","0.275"
"58","circles","Random Forest","0.175"
"58","circles","Linear Discriminant Analysis","0.6"
"58","circles","NN","0.35"
"58","circles","NN + L2","0.525"
"58","circles","NN + Scale Invariant","0.375"
"58","circles","NN + Offset Invariant","0.3"
"58","linear","Random Forest","0.075"
"58","linear","Linear Discriminant Analysis","0.15"
"58","linear","NN","0.125"
"58","linear","NN + L2","0.55"
"58","linear","NN + Scale Invariant","0.1"
"58","linear","NN + Offset Invariant","0.1"
"58","xor","Random Forest","0.25"
"58","xor","Linear Discriminant Analysis","0.45"
"58","xor","NN","0.175"
"58","xor","NN + L2","0.55"
"58","xor","NN + Scale Invariant","0.2"
"58","xor","NN + Offset Invariant","0.15"
"59","moons","Random Forest","0.225"
"59","moons","Linear Discriminant Analysis","0.15"
"59","moons","NN","0.2"
"59","moons","NN + L2","0.575"
"59","moons","NN + Scale Invariant","0.225"
"59","moons","NN + Offset Invariant","0.175"
"59","circles","Random Forest","0.15"
"59","circles","Linear Discriminant Analysis","0.625"
"59","circles","NN","0.4"
"59","circles","NN + L2","0.525"
"59","circles","NN + Scale Invariant","0.3"
"59","circles","NN + Offset Invariant","0.125"
"59","linear","Random Forest","0.225"
"59","linear","Linear Discriminant Analysis","0.075"
"59","linear","NN","0.05"
"59","linear","NN + L2","0.65"
"59","linear","NN + Scale Invariant","0.125"
"59","linear","NN + Offset Invariant","0.175"
"59","xor","Random Forest","0.275"
"59","xor","Linear Discriminant Analysis","0.5"
"59","xor","NN","0.3"
"59","xor","NN + L2","0.45"
"59","xor","NN + Scale Invariant","0.25"
"59","xor","NN + Offset Invariant","0.225"
"60","moons","Random Forest","0.125"
"60","moons","Linear Discriminant Analysis","0.175"
