"trial","dataset","model","missclassification"
"60","moons","NN","0.175"
"60","moons","NN + L2","0.55"
"60","moons","NN + Scale Invariant","0.175"
"60","moons","NN + Offset Invariant","0.175"
"60","circles","Random Forest","0.25"
"60","circles","Linear Discriminant Analysis","0.5"
"60","circles","NN","0.425"
"60","circles","NN + L2","0.55"
"60","circles","NN + Scale Invariant","0.3"
"60","circles","NN + Offset Invariant","0.4"
"60","linear","Random Forest","0.25"
"60","linear","Linear Discriminant Analysis","0.2"
"60","linear","NN","0.2"
"60","linear","NN + L2","0.325"
"60","linear","NN + Scale Invariant","0.175"
"60","linear","NN + Offset Invariant","0.15"
"60","xor","Random Forest","0.425"
"60","xor","Linear Discriminant Analysis","0.575"
"60","xor","NN","0.325"
"60","xor","NN + L2","0.575"
"60","xor","NN + Scale Invariant","0.25"
"60","xor","NN + Offset Invariant","0.275"
"61","moons","Random Forest","0.175"
"61","moons","Linear Discriminant Analysis","0.2"
"61","moons","NN","0.15"
"61","moons","NN + L2","0.5"
"61","moons","NN + Scale Invariant","0.225"
"61","moons","NN + Offset Invariant","0.2"
"61","circles","Random Forest","0.05"
"61","circles","Linear Discriminant Analysis","0.45"
"61","circles","NN","0.075"
"61","circles","NN + L2","0.55"
"61","circles","NN + Scale Invariant","0.325"
"61","circles","NN + Offset Invariant","0.175"
"61","linear","Random Forest","0.075"
"61","linear","Linear Discriminant Analysis","0.05"
"61","linear","NN","0.025"
"61","linear","NN + L2","0.575"
"61","linear","NN + Scale Invariant","0.05"
"61","linear","NN + Offset Invariant","0.025"
"61","xor","Random Forest","0.125"
"61","xor","Linear Discriminant Analysis","0.425"
"61","xor","NN","0.3"
"61","xor","NN + L2","0.5"
"61","xor","NN + Scale Invariant","0.125"
"61","xor","NN + Offset Invariant","0.275"
"62","moons","Random Forest","0.15"
"62","moons","Linear Discriminant Analysis","0.15"
"62","moons","NN","0.15"
"62","moons","NN + L2","0.575"
"62","moons","NN + Scale Invariant","0.125"
"62","moons","NN + Offset Invariant","0.15"
"62","circles","Random Forest","0.225"
"62","circles","Linear Discriminant Analysis","0.425"
"62","circles","NN","0.425"
"62","circles","NN + L2","0.525"
"62","circles","NN + Scale Invariant","0.3"
"62","circles","NN + Offset Invariant","0.175"
"62","linear","Random Forest","0.1"
"62","linear","Linear Discriminant Analysis","0.2"
"62","linear","NN","0.175"
"62","linear","NN + L2","0.6"
"62","linear","NN + Scale Invariant","0.175"
"62","linear","NN + Offset Invariant","0.125"
"62","xor","Random Forest","0.475"
"62","xor","Linear Discriminant Analysis","0.3"
"62","xor","NN","0.225"
"62","xor","NN + L2","0.525"
"62","xor","NN + Scale Invariant","0.3"
"62","xor","NN + Offset Invariant","0.175"
"63","moons","Random Forest","0.15"
"63","moons","Linear Discriminant Analysis","0.2"
"63","moons","NN","0.225"
"63","moons","NN + L2","0.575"
"63","moons","NN + Scale Invariant","0.2"
"63","moons","NN + Offset Invariant","0.225"
"63","circles","Random Forest","0.2"
"63","circles","Linear Discriminant Analysis","0.675"
"63","circles","NN","0.625"
"63","circles","NN + L2","0.5"
"63","circles","NN + Scale Invariant","0.65"
"63","circles","NN + Offset Invariant","0.55"
"63","linear","Random Forest","0.15"
"63","linear","Linear Discriminant Analysis","0.075"
"63","linear","NN","0.075"
"63","linear","NN + L2","0.525"
"63","linear","NN + Scale Invariant","0.1"
"63","linear","NN + Offset Invariant","0.1"
"63","xor","Random Forest","0.425"
"63","xor","Linear Discriminant Analysis","0.55"
"63","xor","NN","0.325"
"63","xor","NN + L2","0.55"
"63","xor","NN + Scale Invariant","0.3"
"63","xor","NN + Offset Invariant","0.325"
"64","moons","Random Forest","0.075"
"64","moons","Linear Discriminant Analysis","0.2"
"64","moons","NN","0.2"
"64","moons","NN + L2","0.525"
"64","moons","NN + Scale Invariant","0.175"
"64","moons","NN + Offset Invariant","0.15"
"64","circles","Random Forest","0.225"
"64","circles","Linear Discriminant Analysis","0.625"
"64","circles","NN","0.65"
"64","circles","NN + L2","0.625"
"64","circles","NN + Scale Invariant","0.625"
"64","circles","NN + Offset Invariant","0.6"
"64","linear","Random Forest","0.25"
"64","linear","Linear Discriminant Analysis","0.175"
"64","linear","NN","0.175"
"64","linear","NN + L2","0.55"
"64","linear","NN + Scale Invariant","0.15"
"64","linear","NN + Offset Invariant","0.125"
"64","xor","Random Forest","0.25"
"64","xor","Linear Discriminant Analysis","0.575"
"64","xor","NN","0.3"
"64","xor","NN + L2","0.575"
"64","xor","NN + Scale Invariant","0.275"
"64","xor","NN + Offset Invariant","0.35"
"65","moons","Random Forest","0.125"
"65","moons","Linear Discriminant Analysis","0.175"
"65","moons","NN","0.175"
"65","moons","NN + L2","0.525"
"65","moons","NN + Scale Invariant","0.15"
"65","moons","NN + Offset Invariant","0.175"
"65","circles","Random Forest","0.15"
"65","circles","Linear Discriminant Analysis","0.525"
"65","circles","NN","0.275"
"65","circles","NN + L2","0.525"
"65","circles","NN + Scale Invariant","0.475"
"65","circles","NN + Offset Invariant","0.25"
"65","linear","Random Forest","0.025"
"65","linear","Linear Discriminant Analysis","0.0"
"65","linear","NN","0.0"
"65","linear","NN + L2","0.5"
"65","linear","NN + Scale Invariant","0.0"
"65","linear","NN + Offset Invariant","0.0"
"65","xor","Random Forest","0.25"
"65","xor","Linear Discriminant Analysis","0.6"
"65","xor","NN","0.3"
"65","xor","NN + L2","0.475"
"65","xor","NN + Scale Invariant","0.25"
"65","xor","NN + Offset Invariant","0.225"
"66","moons","Random Forest","0.25"
"66","moons","Linear Discriminant Analysis","0.225"
"66","moons","NN","0.225"
"66","moons","NN + L2","0.55"
"66","moons","NN + Scale Invariant","0.225"
"66","moons","NN + Offset Invariant","0.225"
"66","circles","Random Forest","0.15"
"66","circles","Linear Discriminant Analysis","0.5"
"66","circles","NN","0.225"
"66","circles","NN + L2","0.525"
"66","circles","NN + Scale Invariant","0.175"
"66","circles","NN + Offset Invariant","0.375"
"66","linear","Random Forest","0.1"
"66","linear","Linear Discriminant Analysis","0.1"
"66","linear","NN","0.125"
"66","linear","NN + L2","0.55"
"66","linear","NN + Scale Invariant","0.125"
"66","linear","NN + Offset Invariant","0.15"
"66","xor","Random Forest","0.2"
"66","xor","Linear Discriminant Analysis","0.35"
"66","xor","NN","0.225"
"66","xor","NN + L2","0.45"
"66","xor","NN + Scale Invariant","0.15"
"66","xor","NN + Offset Invariant","0.125"
"67","moons","Random Forest","0.075"
"67","moons","Linear Discriminant Analysis","0.2"
"67","moons","NN","0.2"
"67","moons","NN + L2","0.55"
"67","moons","NN + Scale Invariant","0.225"
"67","moons","NN + Offset Invariant","0.125"
"67","circles","Random Forest","0.225"
"67","circles","Linear Discriminant Analysis","0.675"
"67","circles","NN","0.575"
"67","circles","NN + L2","0.55"
"67","circles","NN + Scale Invariant","0.525"
"67","circles","NN + Offset Invariant","0.45"
"67","linear","Random Forest","0.2"
"67","linear","Linear Discriminant Analysis","0.2"
"67","linear","NN","0.175"
"67","linear","NN + L2","0.475"
"67","linear","NN + Scale Invariant","0.225"
"67","linear","NN + Offset Invariant","0.2"
"67","xor","Random Forest","0.225"
"67","xor","Linear Discriminant Analysis","0.475"
"67","xor","NN","0.2"
"67","xor","NN + L2","0.5"
"67","xor","NN + Scale Invariant","0.175"
"67","xor","NN + Offset Invariant","0.175"
"68","moons","Random Forest","0.175"
"68","moons","Linear Discriminant Analysis","0.125"
"68","moons","NN","0.125"
"68","moons","NN + L2","0.575"
"68","moons","NN + Scale Invariant","0.15"
"68","moons","NN + Offset Invariant","0.125"
"68","circles","Random Forest","0.2"
"68","circles","Linear Discriminant Analysis","0.525"
"68","circles","NN","0.325"
"68","circles","NN + L2","0.5"
"68","circles","NN + Scale Invariant","0.6"
"68","circles","NN + Offset Invariant","0.3"
"68","linear","Random Forest","0.175"
"68","linear","Linear Discriminant Analysis","0.25"
"68","linear","NN","0.2"
"68","linear","NN + L2","0.525"
"68","linear","NN + Scale Invariant","0.2"
"68","linear","NN + Offset Invariant","0.225"
"68","xor","Random Forest","0.225"
"68","xor","Linear Discriminant Analysis","0.45"
"68","xor","NN","0.225"
"68","xor","NN + L2","0.55"
"68","xor","NN + Scale Invariant","0.15"
"68","xor","NN + Offset Invariant","0.1"
"69","moons","Random Forest","0.175"
"69","moons","Linear Discriminant Analysis","0.2"
"69","moons","NN","0.175"
"69","moons","NN + L2","0.55"
"69","moons","NN + Scale Invariant","0.125"
"69","moons","NN + Offset Invariant","0.125"
"69","circles","Random Forest","0.075"
"69","circles","Linear Discriminant Analysis","0.425"
"69","circles","NN","0.3"
"69","circles","NN + L2","0.525"
"69","circles","NN + Scale Invariant","0.325"
"69","circles","NN + Offset Invariant","0.325"
"69","linear","Random Forest","0.375"
"69","linear","Linear Discriminant Analysis","0.175"
"69","linear","NN","0.25"
"69","linear","NN + L2","0.525"
"69","linear","NN + Scale Invariant","0.2"
"69","linear","NN + Offset Invariant","0.2"
"69","xor","Random Forest","0.425"
"69","xor","Linear Discriminant Analysis","0.65"
"69","xor","NN","0.325"
"69","xor","NN + L2","0.6"
"69","xor","NN + Scale Invariant","0.3"
"69","xor","NN + Offset Invariant","0.375"
"70","moons","Random Forest","0.175"
"70","moons","Linear Discriminant Analysis","0.175"
"70","moons","NN","0.225"
"70","moons","NN + L2","0.475"
"70","moons","NN + Scale Invariant","0.225"
"70","moons","NN + Offset Invariant","0.2"
"70","circles","Random Forest","0.35"
"70","circles","Linear Discriminant Analysis","0.5"
"70","circles","NN","0.275"
"70","circles","NN + L2","0.55"
"70","circles","NN + Scale Invariant","0.625"
"70","circles","NN + Offset Invariant","0.55"
"70","linear","Random Forest","0.15"
"70","linear","Linear Discriminant Analysis","0.175"
"70","linear","NN","0.15"
"70","linear","NN + L2","0.5"
"70","linear","NN + Scale Invariant","0.15"
"70","linear","NN + Offset Invariant","0.15"
"70","xor","Random Forest","0.225"
"70","xor","Linear Discriminant Analysis","0.3"
"70","xor","NN","0.3"
"70","xor","NN + L2","0.45"
"70","xor","NN + Scale Invariant","0.25"
"70","xor","NN + Offset Invariant","0.3"
"71","moons","Random Forest","0.075"
"71","moons","Linear Discriminant Analysis","0.1"
"71","moons","NN","0.1"
"71","moons","NN + L2","0.525"
"71","moons","NN + Scale Invariant","0.15"
"71","moons","NN + Offset Invariant","0.15"
"71","circles","Random Forest","0.075"
"71","circles","Linear Discriminant Analysis","0.45"
"71","circles","NN","0.15"
"71","circles","NN + L2","0.5"
"71","circles","NN + Scale Invariant","0.25"
"71","circles","NN + Offset Invariant","0.2"
"71","linear","Random Forest","0.025"
"71","linear","Linear Discriminant Analysis","0.0"
"71","linear","NN","0.025"
"71","linear","NN + L2","0.575"
"71","linear","NN + Scale Invariant","0.0"
"71","linear","NN + Offset Invariant","0.075"
"71","xor","Random Forest","0.125"
"71","xor","Linear Discriminant Analysis","0.55"
"71","xor","NN","0.15"
"71","xor","NN + L2","0.625"
"71","xor","NN + Scale Invariant","0.1"
"71","xor","NN + Offset Invariant","0.475"
"72","moons","Random Forest","0.175"
"72","moons","Linear Discriminant Analysis","0.225"
"72","moons","NN","0.225"
"72","moons","NN + L2","0.5"
"72","moons","NN + Scale Invariant","0.225"
"72","moons","NN + Offset Invariant","0.225"
"72","circles","Random Forest","0.25"
"72","circles","Linear Discriminant Analysis","0.475"
"72","circles","NN","0.325"
"72","circles","NN + L2","0.55"
"72","circles","NN + Scale Invariant","0.4"
"72","circles","NN + Offset Invariant","0.375"
"72","linear","Random Forest","0.25"
"72","linear","Linear Discriminant Analysis","0.225"
"72","linear","NN","0.2"
"72","linear","NN + L2","0.5"
"72","linear","NN + Scale Invariant","0.25"
"72","linear","NN + Offset Invariant","0.2"
"72","xor","Random Forest","0.3"
"72","xor","Linear Discriminant Analysis","0.525"
"72","xor","NN","0.35"
"72","xor","NN + L2","0.55"
"72","xor","NN + Scale Invariant","0.35"
"72","xor","NN + Offset Invariant","0.3"
"73","moons","Random Forest","0.125"
"73","moons","Linear Discriminant Analysis","0.125"
"73","moons","NN","0.125"
"73","moons","NN + L2","0.55"
"73","moons","NN + Scale Invariant","0.125"
"73","moons","NN + Offset Invariant","0.1"
"73","circles","Random Forest","0.15"
"73","circles","Linear Discriminant Analysis","0.55"
"73","circles","NN","0.45"
"73","circles","NN + L2","0.525"
"73","circles","NN + Scale Invariant","0.325"
"73","circles","NN + Offset Invariant","0.4"
"73","linear","Random Forest","0.15"
"73","linear","Linear Discriminant Analysis","0.0"
"73","linear","NN","0.075"
"73","linear","NN + L2","0.175"
"73","linear","NN + Scale Invariant","0.0"
"73","linear","NN + Offset Invariant","0.075"
"73","xor","Random Forest","0.3"
"73","xor","Linear Discriminant Analysis","0.425"
"73","xor","NN","0.25"
"73","xor","NN + L2","0.425"
"73","xor","NN + Scale Invariant","0.2"
"73","xor","NN + Offset Invariant","0.35"
"74","moons","Random Forest","0.225"
"74","moons","Linear Discriminant Analysis","0.15"
"74","moons","NN","0.15"
"74","moons","NN + L2","0.6"
"74","moons","NN + Scale Invariant","0.175"
"74","moons","NN + Offset Invariant","0.15"
"74","circles","Random Forest","0.125"
"74","circles","Linear Discriminant Analysis","0.625"
"74","circles","NN","0.4"
"74","circles","NN + L2","0.55"
"74","circles","NN + Scale Invariant","0.5"
"74","circles","NN + Offset Invariant","0.325"
"74","linear","Random Forest","0.15"
"74","linear","Linear Discriminant Analysis","0.075"
"74","linear","NN","0.075"
"74","linear","NN + L2","0.55"
"74","linear","NN + Scale Invariant","0.075"
"74","linear","NN + Offset Invariant","0.075"
"74","xor","Random Forest","0.2"
"74","xor","Linear Discriminant Analysis","0.475"
"74","xor","NN","0.125"
"74","xor","NN + L2","0.475"
"74","xor","NN + Scale Invariant","0.15"
"74","xor","NN + Offset Invariant","0.15"
"75","moons","Random Forest","0.1"
"75","moons","Linear Discriminant Analysis","0.225"
"75","moons","NN","0.25"
"75","moons","NN + L2","0.55"
"75","moons","NN + Scale Invariant","0.25"
"75","moons","NN + Offset Invariant","0.225"
"75","circles","Random Forest","0.25"
"75","circles","Linear Discriminant Analysis","0.625"
"75","circles","NN","0.375"
"75","circles","NN + L2","0.5"
"75","circles","NN + Scale Invariant","0.375"
"75","circles","NN + Offset Invariant","0.6"
"75","linear","Random Forest","0.125"
"75","linear","Linear Discriminant Analysis","0.125"
"75","linear","NN","0.15"
"75","linear","NN + L2","0.4"
"75","linear","NN + Scale Invariant","0.1"
"75","linear","NN + Offset Invariant","0.1"
"75","xor","Random Forest","0.125"
"75","xor","Linear Discriminant Analysis","0.4"
"75","xor","NN","0.15"
"75","xor","NN + L2","0.35"
"75","xor","NN + Scale Invariant","0.25"
"75","xor","NN + Offset Invariant","0.15"
"76","moons","Random Forest","0.1"
"76","moons","Linear Discriminant Analysis","0.075"
"76","moons","NN","0.125"
"76","moons","NN + L2","0.525"
"76","moons","NN + Scale Invariant","0.075"
"76","moons","NN + Offset Invariant","0.125"
"76","circles","Random Forest","0.2"
"76","circles","Linear Discriminant Analysis","0.7"
"76","circles","NN","0.45"
"76","circles","NN + L2","0.55"
"76","circles","NN + Scale Invariant","0.35"
"76","circles","NN + Offset Invariant","0.375"
"76","linear","Random Forest","0.225"
"76","linear","Linear Discriminant Analysis","0.275"
"76","linear","NN","0.275"
"76","linear","NN + L2","0.625"
"76","linear","NN + Scale Invariant","0.3"
"76","linear","NN + Offset Invariant","0.275"
"76","xor","Random Forest","0.2"
"76","xor","Linear Discriminant Analysis","0.375"
"76","xor","NN","0.2"
"76","xor","NN + L2","0.425"
"76","xor","NN + Scale Invariant","0.2"
"76","xor","NN + Offset Invariant","0.2"
"77","moons","Random Forest","0.175"
"77","moons","Linear Discriminant Analysis","0.125"
"77","moons","NN","0.125"
"77","moons","NN + L2","0.55"
"77","moons","NN + Scale Invariant","0.125"
"77","moons","NN + Offset Invariant","0.125"
"77","circles","Random Forest","0.25"
"77","circles","Linear Discriminant Analysis","0.5"
"77","circles","NN","0.525"
"77","circles","NN + L2","0.525"
"77","circles","NN + Scale Invariant","0.325"
"77","circles","NN + Offset Invariant","0.325"
"77","linear","Random Forest","0.3"
"77","linear","Linear Discriminant Analysis","0.225"
"77","linear","NN","0.25"
"77","linear","NN + L2","0.575"
"77","linear","NN + Scale Invariant","0.2"
"77","linear","NN + Offset Invariant","0.2"
"77","xor","Random Forest","0.3"
"77","xor","Linear Discriminant Analysis","0.525"
"77","xor","NN","0.175"
"77","xor","NN + L2","0.675"
"77","xor","NN + Scale Invariant","0.2"
"77","xor","NN + Offset Invariant","0.275"
"78","moons","Random Forest","0.15"
"78","moons","Linear Discriminant Analysis","0.1"
"78","moons","NN","0.1"
"78","moons","NN + L2","0.625"
"78","moons","NN + Scale Invariant","0.1"
"78","moons","NN + Offset Invariant","0.125"
"78","circles","Random Forest","0.125"
"78","circles","Linear Discriminant Analysis","0.55"
"78","circles","NN","0.35"
"78","circles","NN + L2","0.5"
"78","circles","NN + Scale Invariant","0.425"
"78","circles","NN + Offset Invariant","0.4"
"78","linear","Random Forest","0.2"
"78","linear","Linear Discriminant Analysis","0.2"
"78","linear","NN","0.125"
"78","linear","NN + L2","0.6"
"78","linear","NN + Scale Invariant","0.175"
"78","linear","NN + Offset Invariant","0.1"
"78","xor","Random Forest","0.3"
"78","xor","Linear Discriminant Analysis","0.475"
"78","xor","NN","0.475"
"78","xor","NN + L2","0.525"
"78","xor","NN + Scale Invariant","0.325"
"78","xor","NN + Offset Invariant","0.4"
"79","moons","Random Forest","0.25"
"79","moons","Linear Discriminant Analysis","0.15"
"79","moons","NN","0.1"
"79","moons","NN + L2","0.6"
"79","moons","NN + Scale Invariant","0.125"
"79","moons","NN + Offset Invariant","0.15"
"79","circles","Random Forest","0.1"
"79","circles","Linear Discriminant Analysis","0.525"
"79","circles","NN","0.45"
"79","circles","NN + L2","0.45"
"79","circles","NN + Scale Invariant","0.275"
"79","circles","NN + Offset Invariant","0.275"
"79","linear","Random Forest","0.175"
"79","linear","Linear Discriminant Analysis","0.125"
"79","linear","NN","0.075"
"79","linear","NN + L2","0.6"
"79","linear","NN + Scale Invariant","0.15"
"79","linear","NN + Offset Invariant","0.15"
"79","xor","Random Forest","0.2"
"79","xor","Linear Discriminant Analysis","0.5"
"79","xor","NN","0.425"
"79","xor","NN + L2","0.5"
"79","xor","NN + Scale Invariant","0.5"
"79","xor","NN + Offset Invariant","0.425"
"80","moons","Random Forest","0.1"
"80","moons","Linear Discriminant Analysis","0.15"
"80","moons","NN","0.2"
"80","moons","NN + L2","0.5"
"80","moons","NN + Scale Invariant","0.175"
"80","moons","NN + Offset Invariant","0.175"
"80","circles","Random Forest","0.15"
"80","circles","Linear Discriminant Analysis","0.55"
"80","circles","NN","0.375"
"80","circles","NN + L2","0.525"
"80","circles","NN + Scale Invariant","0.2"
"80","circles","NN + Offset Invariant","0.375"
"80","linear","Random Forest","0.225"
"80","linear","Linear Discriminant Analysis","0.25"
"80","linear","NN","0.225"
"80","linear","NN + L2","0.525"
"80","linear","NN + Scale Invariant","0.225"
"80","linear","NN + Offset Invariant","0.225"
"80","xor","Random Forest","0.15"
"80","xor","Linear Discriminant Analysis","0.475"
"80","xor","NN","0.25"
"80","xor","NN + L2","0.375"
"80","xor","NN + Scale Invariant","0.25"
"80","xor","NN + Offset Invariant","0.225"
"81","moons","Random Forest","0.225"
"81","moons","Linear Discriminant Analysis","0.25"
"81","moons","NN","0.25"
"81","moons","NN + L2","0.5"
"81","moons","NN + Scale Invariant","0.225"
"81","moons","NN + Offset Invariant","0.25"
"81","circles","Random Forest","0.325"
"81","circles","Linear Discriminant Analysis","0.7"
"81","circles","NN","0.45"
"81","circles","NN + L2","0.6"
"81","circles","NN + Scale Invariant","0.55"
"81","circles","NN + Offset Invariant","0.6"
"81","linear","Random Forest","0.1"
"81","linear","Linear Discriminant Analysis","0.1"
"81","linear","NN","0.1"
"81","linear","NN + L2","0.5"
"81","linear","NN + Scale Invariant","0.1"
"81","linear","NN + Offset Invariant","0.1"
"81","xor","Random Forest","0.325"
"81","xor","Linear Discriminant Analysis","0.775"
"81","xor","NN","0.5"
"81","xor","NN + L2","0.775"
"81","xor","NN + Scale Invariant","0.25"
"81","xor","NN + Offset Invariant","0.125"
"82","moons","Random Forest","0.1"
"82","moons","Linear Discriminant Analysis","0.15"
"82","moons","NN","0.125"
"82","moons","NN + L2","0.325"
"82","moons","NN + Scale Invariant","0.15"
"82","moons","NN + Offset Invariant","0.15"
"82","circles","Random Forest","0.225"
"82","circles","Linear Discriminant Analysis","0.575"
"82","circles","NN","0.325"
"82","circles","NN + L2","0.6"
"82","circles","NN + Scale Invariant","0.4"
"82","circles","NN + Offset Invariant","0.6"
"82","linear","Random Forest","0.225"
"82","linear","Linear Discriminant Analysis","0.175"
"82","linear","NN","0.275"
"82","linear","NN + L2","0.55"
"82","linear","NN + Scale Invariant","0.25"
"82","linear","NN + Offset Invariant","0.275"
"82","xor","Random Forest","0.275"
"82","xor","Linear Discriminant Analysis","0.5"
"82","xor","NN","0.075"
"82","xor","NN + L2","0.7"
"82","xor","NN + Scale Invariant","0.175"
"82","xor","NN + Offset Invariant","0.2"
"83","moons","Random Forest","0.175"
"83","moons","Linear Discriminant Analysis","0.15"
"83","moons","NN","0.1"
"83","moons","NN + L2","0.55"
"83","moons","NN + Scale Invariant","0.1"
"83","moons","NN + Offset Invariant","0.1"
"83","circles","Random Forest","0.3"
"83","circles","Linear Discriminant Analysis","0.625"
"83","circles","NN","0.575"
"83","circles","NN + L2","0.55"
"83","circles","NN + Scale Invariant","0.425"
"83","circles","NN + Offset Invariant","0.475"
"83","linear","Random Forest","0.025"
"83","linear","Linear Discriminant Analysis","0.0"
"83","linear","NN","0.0"
"83","linear","NN + L2","0.0"
"83","linear","NN + Scale Invariant","0.0"
"83","linear","NN + Offset Invariant","0.0"
"83","xor","Random Forest","0.225"
"83","xor","Linear Discriminant Analysis","0.425"
"83","xor","NN","0.25"
"83","xor","NN + L2","0.6"
"83","xor","NN + Scale Invariant","0.175"
"83","xor","NN + Offset Invariant","0.225"
"84","moons","Random Forest","0.125"
"84","moons","Linear Discriminant Analysis","0.15"
"84","moons","NN","0.15"
"84","moons","NN + L2","0.525"
"84","moons","NN + Scale Invariant","0.15"
"84","moons","NN + Offset Invariant","0.15"
"84","circles","Random Forest","0.225"
"84","circles","Linear Discriminant Analysis","0.575"
"84","circles","NN","0.425"
"84","circles","NN + L2","0.575"
"84","circles","NN + Scale Invariant","0.375"
"84","circles","NN + Offset Invariant","0.325"
"84","linear","Random Forest","0.125"
"84","linear","Linear Discriminant Analysis","0.125"
"84","linear","NN","0.1"
"84","linear","NN + L2","0.5"
"84","linear","NN + Scale Invariant","0.075"
"84","linear","NN + Offset Invariant","0.125"
"84","xor","Random Forest","0.175"
"84","xor","Linear Discriminant Analysis","0.35"
"84","xor","NN","0.175"
"84","xor","NN + L2","0.45"
"84","xor","NN + Scale Invariant","0.15"
"84","xor","NN + Offset Invariant","0.25"
"85","moons","Random Forest","0.1"
"85","moons","Linear Discriminant Analysis","0.125"
"85","moons","NN","0.125"
"85","moons","NN + L2","0.525"
"85","moons","NN + Scale Invariant","0.075"
"85","moons","NN + Offset Invariant","0.375"
"85","circles","Random Forest","0.2"
"85","circles","Linear Discriminant Analysis","0.525"
"85","circles","NN","0.3"
"85","circles","NN + L2","0.525"
"85","circles","NN + Scale Invariant","0.375"
"85","circles","NN + Offset Invariant","0.4"
"85","linear","Random Forest","0.125"
"85","linear","Linear Discriminant Analysis","0.075"
"85","linear","NN","0.05"
"85","linear","NN + L2","0.525"
"85","linear","NN + Scale Invariant","0.125"
"85","linear","NN + Offset Invariant","0.05"
"85","xor","Random Forest","0.325"
"85","xor","Linear Discriminant Analysis","0.45"
"85","xor","NN","0.275"
"85","xor","NN + L2","0.675"
"85","xor","NN + Scale Invariant","0.2"
"85","xor","NN + Offset Invariant","0.125"
"86","moons","Random Forest","0.1"
"86","moons","Linear Discriminant Analysis","0.225"
"86","moons","NN","0.2"
"86","moons","NN + L2","0.5"
"86","moons","NN + Scale Invariant","0.2"
"86","moons","NN + Offset Invariant","0.2"
"86","circles","Random Forest","0.2"
"86","circles","Linear Discriminant Analysis","0.525"
"86","circles","NN","0.325"
"86","circles","NN + L2","0.525"
"86","circles","NN + Scale Invariant","0.475"
"86","circles","NN + Offset Invariant","0.35"
"86","linear","Random Forest","0.05"
"86","linear","Linear Discriminant Analysis","0.025"
"86","linear","NN","0.05"
"86","linear","NN + L2","0.575"
"86","linear","NN + Scale Invariant","0.025"
"86","linear","NN + Offset Invariant","0.025"
"86","xor","Random Forest","0.125"
"86","xor","Linear Discriminant Analysis","0.375"
"86","xor","NN","0.275"
"86","xor","NN + L2","0.4"
"86","xor","NN + Scale Invariant","0.15"
"86","xor","NN + Offset Invariant","0.15"
"87","moons","Random Forest","0.225"
"87","moons","Linear Discriminant Analysis","0.225"
"87","moons","NN","0.275"
"87","moons","NN + L2","0.525"
"87","moons","NN + Scale Invariant","0.25"
"87","moons","NN + Offset Invariant","0.225"
"87","circles","Random Forest","0.15"
"87","circles","Linear Discriminant Analysis","0.5"
"87","circles","NN","0.3"
"87","circles","NN + L2","0.525"
"87","circles","NN + Scale Invariant","0.2"
"87","circles","NN + Offset Invariant","0.375"
"87","linear","Random Forest","0.175"
"87","linear","Linear Discriminant Analysis","0.1"
"87","linear","NN","0.175"
"87","linear","NN + L2","0.575"
"87","linear","NN + Scale Invariant","0.125"
"87","linear","NN + Offset Invariant","0.1"
"87","xor","Random Forest","0.175"
"87","xor","Linear Discriminant Analysis","0.475"
"87","xor","NN","0.125"
"87","xor","NN + L2","0.525"
"87","xor","NN + Scale Invariant","0.125"
"87","xor","NN + Offset Invariant","0.125"
"88","moons","Random Forest","0.125"
"88","moons","Linear Discriminant Analysis","0.225"
"88","moons","NN","0.25"
"88","moons","NN + L2","0.5"
"88","moons","NN + Scale Invariant","0.275"
"88","moons","NN + Offset Invariant","0.25"
"88","circles","Random Forest","0.4"
"88","circles","Linear Discriminant Analysis","0.6"
"88","circles","NN","0.3"
"88","circles","NN + L2","0.6"
"88","circles","NN + Scale Invariant","0.4"
"88","circles","NN + Offset Invariant","0.3"
"88","linear","Random Forest","0.375"
"88","linear","Linear Discriminant Analysis","0.2"
"88","linear","NN","0.175"
"88","linear","NN + L2","0.6"
"88","linear","NN + Scale Invariant","0.175"
"88","linear","NN + Offset Invariant","0.275"
"88","xor","Random Forest","0.15"
"88","xor","Linear Discriminant Analysis","0.675"
"88","xor","NN","0.15"
"88","xor","NN + L2","0.5"
"88","xor","NN + Scale Invariant","0.225"
"88","xor","NN + Offset Invariant","0.1"
"89","moons","Random Forest","0.125"
"89","moons","Linear Discriminant Analysis","0.175"
"89","moons","NN","0.225"
"89","moons","NN + L2","0.575"
"89","moons","NN + Scale Invariant","0.15"
"89","moons","NN + Offset Invariant","0.15"
"89","circles","Random Forest","0.225"
"89","circles","Linear Discriminant Analysis","0.625"
"89","circles","NN","0.6"
"89","circles","NN + L2","0.625"
"89","circles","NN + Scale Invariant","0.55"
"89","circles","NN + Offset Invariant","0.625"
"89","linear","Random Forest","0.125"
"89","linear","Linear Discriminant Analysis","0.025"
"89","linear","NN","0.025"
"89","linear","NN + L2","0.6"
"89","linear","NN + Scale Invariant","0.075"
"89","linear","NN + Offset Invariant","0.075"
"89","xor","Random Forest","0.325"
"89","xor","Linear Discriminant Analysis","0.425"
"89","xor","NN","0.15"
"89","xor","NN + L2","0.4"
"89","xor","NN + Scale Invariant","0.325"
"89","xor","NN + Offset Invariant","0.15"
"90","moons","Random Forest","0.125"
"90","moons","Linear Discriminant Analysis","0.1"
"90","moons","NN","0.1"
"90","moons","NN + L2","0.525"
"90","moons","NN + Scale Invariant","0.125"
