"trial","dataset","model","missclassification"
"51","xor","NN + Offset","0.225"
"52","moons","NN","0.125"
"52","moons","NN + L2","0.15"
"52","moons","NN + Scale","0.125"
"52","moons","NN + Offset","0.125"
"52","circles","NN","0.325"
"52","circles","NN + L2","0.4"
"52","circles","NN + Scale","0.475"
"52","circles","NN + Offset","0.475"
"52","linear","NN","0.15"
"52","linear","NN + L2","0.075"
"52","linear","NN + Scale","0.175"
"52","linear","NN + Offset","0.075"
"52","xor","NN","0.075"
"52","xor","NN + L2","0.1"
"52","xor","NN + Scale","0.025"
"52","xor","NN + Offset","0.25"
"53","moons","NN","0.25"
"53","moons","NN + L2","0.25"
"53","moons","NN + Scale","0.2"
"53","moons","NN + Offset","0.275"
"53","circles","NN","0.425"
"53","circles","NN + L2","0.25"
"53","circles","NN + Scale","0.6"
"53","circles","NN + Offset","0.45"
"53","linear","NN","0.1"
"53","linear","NN + L2","0.15"
"53","linear","NN + Scale","0.1"
"53","linear","NN + Offset","0.325"
"53","xor","NN","0.125"
"53","xor","NN + L2","0.225"
"53","xor","NN + Scale","0.4"
"53","xor","NN + Offset","0.1"
"54","moons","NN","0.2"
"54","moons","NN + L2","0.175"
"54","moons","NN + Scale","0.3"
"54","moons","NN + Offset","0.175"
"54","circles","NN","0.325"
"54","circles","NN + L2","0.35"
"54","circles","NN + Scale","0.5"
"54","circles","NN + Offset","0.3"
"54","linear","NN","0.125"
"54","linear","NN + L2","0.1"
"54","linear","NN + Scale","0.1"
"54","linear","NN + Offset","0.075"
"54","xor","NN","0.15"
"54","xor","NN + L2","0.25"
"54","xor","NN + Scale","0.2"
"54","xor","NN + Offset","0.225"
"55","moons","NN","0.25"
"55","moons","NN + L2","0.2"
"55","moons","NN + Scale","0.25"
"55","moons","NN + Offset","0.3"
"55","circles","NN","0.425"
"55","circles","NN + L2","0.275"
"55","circles","NN + Scale","0.525"
"55","circles","NN + Offset","0.425"
"55","linear","NN","0.05"
"55","linear","NN + L2","0.075"
"55","linear","NN + Scale","0.075"
"55","linear","NN + Offset","0.2"
"55","xor","NN","0.25"
"55","xor","NN + L2","0.35"
"55","xor","NN + Scale","0.3"
"55","xor","NN + Offset","0.2"
"56","moons","NN","0.275"
"56","moons","NN + L2","0.275"
"56","moons","NN + Scale","0.15"
"56","moons","NN + Offset","0.2"
"56","circles","NN","0.525"
"56","circles","NN + L2","0.6"
"56","circles","NN + Scale","0.6"
"56","circles","NN + Offset","0.475"
"56","linear","NN","0.125"
"56","linear","NN + L2","0.1"
"56","linear","NN + Scale","0.125"
"56","linear","NN + Offset","0.1"
"56","xor","NN","0.175"
"56","xor","NN + L2","0.3"
"56","xor","NN + Scale","0.1"
"56","xor","NN + Offset","0.175"
"57","moons","NN","0.075"
"57","moons","NN + L2","0.125"
"57","moons","NN + Scale","0.125"
"57","moons","NN + Offset","0.1"
"57","circles","NN","0.675"
"57","circles","NN + L2","0.475"
"57","circles","NN + Scale","0.65"
"57","circles","NN + Offset","0.325"
"57","linear","NN","0.15"
"57","linear","NN + L2","0.125"
"57","linear","NN + Scale","0.15"
"57","linear","NN + Offset","0.125"
"57","xor","NN","0.2"
"57","xor","NN + L2","0.15"
"57","xor","NN + Scale","0.325"
"57","xor","NN + Offset","0.25"
"58","moons","NN","0.15"
"58","moons","NN + L2","0.175"
"58","moons","NN + Scale","0.2"
"58","moons","NN + Offset","0.175"
"58","circles","NN","0.575"
"58","circles","NN + L2","0.625"
"58","circles","NN + Scale","0.625"
"58","circles","NN + Offset","0.6"
"58","linear","NN","0.3"
"58","linear","NN + L2","0.3"
"58","linear","NN + Scale","0.3"
"58","linear","NN + Offset","0.3"
"58","xor","NN","0.2"
"58","xor","NN + L2","0.375"
"58","xor","NN + Scale","0.35"
"58","xor","NN + Offset","0.375"
"59","moons","NN","0.275"
"59","moons","NN + L2","0.225"
"59","moons","NN + Scale","0.275"
"59","moons","NN + Offset","0.225"
"59","circles","NN","0.475"
"59","circles","NN + L2","0.525"
"59","circles","NN + Scale","0.55"
"59","circles","NN + Offset","0.575"
"59","linear","NN","0.175"
"59","linear","NN + L2","0.2"
"59","linear","NN + Scale","0.2"
"59","linear","NN + Offset","0.225"
"59","xor","NN","0.2"
"59","xor","NN + L2","0.45"
"59","xor","NN + Scale","0.375"
"59","xor","NN + Offset","0.35"
"60","moons","NN","0.15"
"60","moons","NN + L2","0.15"
"60","moons","NN + Scale","0.15"
"60","moons","NN + Offset","0.15"
"60","circles","NN","0.225"
"60","circles","NN + L2","0.25"
"60","circles","NN + Scale","0.425"
"60","circles","NN + Offset","0.375"
"60","linear","NN","0.075"
"60","linear","NN + L2","0.025"
"60","linear","NN + Scale","0.05"
"60","linear","NN + Offset","0.225"
"60","xor","NN","0.125"
"60","xor","NN + L2","0.4"
"60","xor","NN + Scale","0.3"
"60","xor","NN + Offset","0.15"
"61","moons","NN","0.175"
"61","moons","NN + L2","0.15"
"61","moons","NN + Scale","0.175"
"61","moons","NN + Offset","0.125"
"61","circles","NN","0.325"
"61","circles","NN + L2","0.325"
"61","circles","NN + Scale","0.425"
"61","circles","NN + Offset","0.375"
"61","linear","NN","0.125"
"61","linear","NN + L2","0.225"
"61","linear","NN + Scale","0.125"
"61","linear","NN + Offset","0.125"
"61","xor","NN","0.275"
"61","xor","NN + L2","0.2"
"61","xor","NN + Scale","0.25"
"61","xor","NN + Offset","0.175"
"62","moons","NN","0.175"
"62","moons","NN + L2","0.175"
"62","moons","NN + Scale","0.175"
"62","moons","NN + Offset","0.175"
"62","circles","NN","0.325"
"62","circles","NN + L2","0.35"
"62","circles","NN + Scale","0.425"
"62","circles","NN + Offset","0.425"
"62","linear","NN","0.225"
"62","linear","NN + L2","0.225"
"62","linear","NN + Scale","0.25"
"62","linear","NN + Offset","0.425"
"62","xor","NN","0.2"
"62","xor","NN + L2","0.35"
"62","xor","NN + Scale","0.175"
"62","xor","NN + Offset","0.2"
"63","moons","NN","0.175"
"63","moons","NN + L2","0.125"
"63","moons","NN + Scale","0.15"
"63","moons","NN + Offset","0.125"
"63","circles","NN","0.325"
"63","circles","NN + L2","0.425"
"63","circles","NN + Scale","0.525"
"63","circles","NN + Offset","0.425"
"63","linear","NN","0.225"
"63","linear","NN + L2","0.25"
"63","linear","NN + Scale","0.2"
"63","linear","NN + Offset","0.375"
"63","xor","NN","0.075"
"63","xor","NN + L2","0.3"
"63","xor","NN + Scale","0.175"
"63","xor","NN + Offset","0.075"
"64","moons","NN","0.15"
"64","moons","NN + L2","0.125"
"64","moons","NN + Scale","0.15"
"64","moons","NN + Offset","0.125"
"64","circles","NN","0.4"
"64","circles","NN + L2","0.4"
"64","circles","NN + Scale","0.475"
"64","circles","NN + Offset","0.4"
"64","linear","NN","0.125"
"64","linear","NN + L2","0.15"
"64","linear","NN + Scale","0.15"
"64","linear","NN + Offset","0.275"
"64","xor","NN","0.225"
"64","xor","NN + L2","0.275"
"64","xor","NN + Scale","0.15"
"64","xor","NN + Offset","0.2"
"65","moons","NN","0.15"
"65","moons","NN + L2","0.175"
"65","moons","NN + Scale","0.175"
"65","moons","NN + Offset","0.175"
"65","circles","NN","0.425"
"65","circles","NN + L2","0.525"
"65","circles","NN + Scale","0.375"
"65","circles","NN + Offset","0.55"
"65","linear","NN","0.025"
"65","linear","NN + L2","0.05"
"65","linear","NN + Scale","0.1"
"65","linear","NN + Offset","0.625"
"65","xor","NN","0.175"
"65","xor","NN + L2","0.375"
"65","xor","NN + Scale","0.45"
"65","xor","NN + Offset","0.175"
"66","moons","NN","0.2"
"66","moons","NN + L2","0.225"
"66","moons","NN + Scale","0.225"
"66","moons","NN + Offset","0.225"
"66","circles","NN","0.3"
"66","circles","NN + L2","0.475"
"66","circles","NN + Scale","0.5"
"66","circles","NN + Offset","0.275"
"66","linear","NN","0.125"
"66","linear","NN + L2","0.125"
"66","linear","NN + Scale","0.15"
"66","linear","NN + Offset","0.2"
"66","xor","NN","0.275"
"66","xor","NN + L2","0.35"
"66","xor","NN + Scale","0.325"
"66","xor","NN + Offset","0.425"
"67","moons","NN","0.2"
"67","moons","NN + L2","0.2"
"67","moons","NN + Scale","0.2"
"67","moons","NN + Offset","0.175"
"67","circles","NN","0.475"
"67","circles","NN + L2","0.525"
"67","circles","NN + Scale","0.55"
"67","circles","NN + Offset","0.45"
"67","linear","NN","0.025"
"67","linear","NN + L2","0.15"
"67","linear","NN + Scale","0.025"
"67","linear","NN + Offset","0.175"
"67","xor","NN","0.075"
"67","xor","NN + L2","0.25"
"67","xor","NN + Scale","0.15"
"67","xor","NN + Offset","0.175"
"68","moons","NN","0.1"
"68","moons","NN + L2","0.15"
"68","moons","NN + Scale","0.125"
"68","moons","NN + Offset","0.125"
"68","circles","NN","0.3"
"68","circles","NN + L2","0.5"
"68","circles","NN + Scale","0.55"
"68","circles","NN + Offset","0.55"
"68","linear","NN","0.275"
"68","linear","NN + L2","0.25"
"68","linear","NN + Scale","0.3"
"68","linear","NN + Offset","0.275"
"68","xor","NN","0.2"
"68","xor","NN + L2","0.45"
"68","xor","NN + Scale","0.4"
"68","xor","NN + Offset","0.175"
"69","moons","NN","0.1"
"69","moons","NN + L2","0.1"
"69","moons","NN + Scale","0.075"
"69","moons","NN + Offset","0.1"
"69","circles","NN","0.25"
"69","circles","NN + L2","0.525"
"69","circles","NN + Scale","0.6"
"69","circles","NN + Offset","0.275"
"69","linear","NN","0.125"
"69","linear","NN + L2","0.125"
"69","linear","NN + Scale","0.125"
"69","linear","NN + Offset","0.15"
"69","xor","NN","0.125"
"69","xor","NN + L2","0.375"
"69","xor","NN + Scale","0.45"
"69","xor","NN + Offset","0.6"
"70","moons","NN","0.25"
"70","moons","NN + L2","0.25"
"70","moons","NN + Scale","0.225"
"70","moons","NN + Offset","0.2"
"70","circles","NN","0.225"
"70","circles","NN + L2","0.4"
"70","circles","NN + Scale","0.45"
"70","circles","NN + Offset","0.325"
"70","linear","NN","0.2"
"70","linear","NN + L2","0.25"
"70","linear","NN + Scale","0.175"
"70","linear","NN + Offset","0.175"
"70","xor","NN","0.15"
"70","xor","NN + L2","0.1"
"70","xor","NN + Scale","0.15"
"70","xor","NN + Offset","0.15"
"71","moons","NN","0.2"
"71","moons","NN + L2","0.2"
"71","moons","NN + Scale","0.225"
"71","moons","NN + Offset","0.2"
"71","circles","NN","0.45"
"71","circles","NN + L2","0.325"
"71","circles","NN + Scale","0.4"
"71","circles","NN + Offset","0.45"
"71","linear","NN","0.175"
"71","linear","NN + L2","0.175"
"71","linear","NN + Scale","0.2"
"71","linear","NN + Offset","0.225"
"71","xor","NN","0.175"
"71","xor","NN + L2","0.3"
"71","xor","NN + Scale","0.325"
"71","xor","NN + Offset","0.3"
"72","moons","NN","0.175"
"72","moons","NN + L2","0.175"
"72","moons","NN + Scale","0.15"
"72","moons","NN + Offset","0.175"
"72","circles","NN","0.325"
"72","circles","NN + L2","0.525"
"72","circles","NN + Scale","0.45"
"72","circles","NN + Offset","0.525"
"72","linear","NN","0.1"
"72","linear","NN + L2","0.15"
"72","linear","NN + Scale","0.15"
"72","linear","NN + Offset","0.2"
"72","xor","NN","0.125"
"72","xor","NN + L2","0.175"
"72","xor","NN + Scale","0.125"
"72","xor","NN + Offset","0.125"
"73","moons","NN","0.225"
"73","moons","NN + L2","0.25"
"73","moons","NN + Scale","0.225"
"73","moons","NN + Offset","0.25"
"73","circles","NN","0.15"
"73","circles","NN + L2","0.3"
"73","circles","NN + Scale","0.4"
"73","circles","NN + Offset","0.3"
"73","linear","NN","0.05"
"73","linear","NN + L2","0.05"
"73","linear","NN + Scale","0.05"
"73","linear","NN + Offset","0.1"
"73","xor","NN","0.175"
"73","xor","NN + L2","0.275"
"73","xor","NN + Scale","0.175"
"73","xor","NN + Offset","0.15"
"74","moons","NN","0.275"
"74","moons","NN + L2","0.275"
"74","moons","NN + Scale","0.25"
"74","moons","NN + Offset","0.275"
"74","circles","NN","0.575"
"74","circles","NN + L2","0.45"
"74","circles","NN + Scale","0.575"
"74","circles","NN + Offset","0.55"
"74","linear","NN","0.125"
"74","linear","NN + L2","0.15"
"74","linear","NN + Scale","0.15"
"74","linear","NN + Offset","0.25"
"74","xor","NN","0.275"
"74","xor","NN + L2","0.45"
"74","xor","NN + Scale","0.45"
"74","xor","NN + Offset","0.325"
"75","moons","NN","0.1"
"75","moons","NN + L2","0.075"
"75","moons","NN + Scale","0.1"
"75","moons","NN + Offset","0.15"
"75","circles","NN","0.3"
"75","circles","NN + L2","0.4"
"75","circles","NN + Scale","0.55"
"75","circles","NN + Offset","0.5"
"75","linear","NN","0.1"
"75","linear","NN + L2","0.125"
"75","linear","NN + Scale","0.15"
"75","linear","NN + Offset","0.25"
"75","xor","NN","0.35"
"75","xor","NN + L2","0.45"
"75","xor","NN + Scale","0.325"
"75","xor","NN + Offset","0.4"
"76","moons","NN","0.225"
"76","moons","NN + L2","0.225"
"76","moons","NN + Scale","0.2"
"76","moons","NN + Offset","0.2"
"76","circles","NN","0.5"
"76","circles","NN + L2","0.425"
"76","circles","NN + Scale","0.575"
"76","circles","NN + Offset","0.45"
"76","linear","NN","0.25"
"76","linear","NN + L2","0.275"
"76","linear","NN + Scale","0.25"
"76","linear","NN + Offset","0.325"
"76","xor","NN","0.25"
"76","xor","NN + L2","0.2"
"76","xor","NN + Scale","0.225"
"76","xor","NN + Offset","0.275"
"77","moons","NN","0.125"
"77","moons","NN + L2","0.125"
"77","moons","NN + Scale","0.15"
"77","moons","NN + Offset","0.125"
"77","circles","NN","0.325"
"77","circles","NN + L2","0.4"
"77","circles","NN + Scale","0.575"
"77","circles","NN + Offset","0.5"
"77","linear","NN","0.175"
"77","linear","NN + L2","0.15"
"77","linear","NN + Scale","0.125"
"77","linear","NN + Offset","0.225"
"77","xor","NN","0.2"
"77","xor","NN + L2","0.425"
"77","xor","NN + Scale","0.35"
"77","xor","NN + Offset","0.275"
"78","moons","NN","0.125"
"78","moons","NN + L2","0.1"
"78","moons","NN + Scale","0.25"
"78","moons","NN + Offset","0.125"
"78","circles","NN","0.45"
"78","circles","NN + L2","0.35"
"78","circles","NN + Scale","0.55"
"78","circles","NN + Offset","0.3"
"78","linear","NN","0.1"
"78","linear","NN + L2","0.075"
"78","linear","NN + Scale","0.05"
"78","linear","NN + Offset","0.075"
"78","xor","NN","0.425"
"78","xor","NN + L2","0.375"
"78","xor","NN + Scale","0.45"
"78","xor","NN + Offset","0.25"
"79","moons","NN","0.175"
"79","moons","NN + L2","0.175"
"79","moons","NN + Scale","0.35"
"79","moons","NN + Offset","0.2"
"79","circles","NN","0.275"
"79","circles","NN + L2","0.425"
"79","circles","NN + Scale","0.45"
"79","circles","NN + Offset","0.6"
"79","linear","NN","0.025"
"79","linear","NN + L2","0.05"
"79","linear","NN + Scale","0.025"
"79","linear","NN + Offset","0.025"
"79","xor","NN","0.2"
"79","xor","NN + L2","0.2"
"79","xor","NN + Scale","0.175"
"79","xor","NN + Offset","0.275"
"80","moons","NN","0.275"
"80","moons","NN + L2","0.3"
"80","moons","NN + Scale","0.3"
"80","moons","NN + Offset","0.275"
"80","circles","NN","0.325"
"80","circles","NN + L2","0.55"
"80","circles","NN + Scale","0.575"
"80","circles","NN + Offset","0.425"
"80","linear","NN","0.075"
"80","linear","NN + L2","0.025"
"80","linear","NN + Scale","0.075"
"80","linear","NN + Offset","0.15"
"80","xor","NN","0.25"
"80","xor","NN + L2","0.375"
"80","xor","NN + Scale","0.3"
"80","xor","NN + Offset","0.15"
"81","moons","NN","0.125"
"81","moons","NN + L2","0.1"
"81","moons","NN + Scale","0.2"
"81","moons","NN + Offset","0.15"
"81","circles","NN","0.3"
"81","circles","NN + L2","0.5"
"81","circles","NN + Scale","0.525"
"81","circles","NN + Offset","0.3"
"81","linear","NN","0.15"
"81","linear","NN + L2","0.175"
"81","linear","NN + Scale","0.175"
"81","linear","NN + Offset","0.175"
"81","xor","NN","0.225"
"81","xor","NN + L2","0.375"
"81","xor","NN + Scale","0.45"
"81","xor","NN + Offset","0.25"
"82","moons","NN","0.2"
"82","moons","NN + L2","0.2"
"82","moons","NN + Scale","0.2"
"82","moons","NN + Offset","0.2"
"82","circles","NN","0.35"
"82","circles","NN + L2","0.425"
"82","circles","NN + Scale","0.3"
"82","circles","NN + Offset","0.375"
"82","linear","NN","0.175"
"82","linear","NN + L2","0.225"
"82","linear","NN + Scale","0.2"
"82","linear","NN + Offset","0.25"
"82","xor","NN","0.275"
"82","xor","NN + L2","0.325"
"82","xor","NN + Scale","0.325"
"82","xor","NN + Offset","0.2"
"83","moons","NN","0.15"
"83","moons","NN + L2","0.175"
"83","moons","NN + Scale","0.225"
"83","moons","NN + Offset","0.175"
"83","circles","NN","0.425"
"83","circles","NN + L2","0.3"
"83","circles","NN + Scale","0.45"
"83","circles","NN + Offset","0.45"
"83","linear","NN","0.0"
"83","linear","NN + L2","0.0"
"83","linear","NN + Scale","0.025"
"83","linear","NN + Offset","0.225"
"83","xor","NN","0.225"
"83","xor","NN + L2","0.3"
"83","xor","NN + Scale","0.425"
"83","xor","NN + Offset","0.225"
"84","moons","NN","0.175"
"84","moons","NN + L2","0.175"
"84","moons","NN + Scale","0.2"
"84","moons","NN + Offset","0.2"
"84","circles","NN","0.35"
"84","circles","NN + L2","0.625"
"84","circles","NN + Scale","0.6"
"84","circles","NN + Offset","0.35"
"84","linear","NN","0.175"
"84","linear","NN + L2","0.175"
"84","linear","NN + Scale","0.175"
"84","linear","NN + Offset","0.2"
"84","xor","NN","0.225"
"84","xor","NN + L2","0.45"
"84","xor","NN + Scale","0.325"
"84","xor","NN + Offset","0.375"
"85","moons","NN","0.15"
"85","moons","NN + L2","0.175"
"85","moons","NN + Scale","0.225"
"85","moons","NN + Offset","0.175"
"85","circles","NN","0.2"
"85","circles","NN + L2","0.4"
"85","circles","NN + Scale","0.525"
"85","circles","NN + Offset","0.35"
"85","linear","NN","0.075"
"85","linear","NN + L2","0.075"
"85","linear","NN + Scale","0.1"
"85","linear","NN + Offset","0.125"
"85","xor","NN","0.225"
"85","xor","NN + L2","0.25"
"85","xor","NN + Scale","0.175"
"85","xor","NN + Offset","0.1"
"86","moons","NN","0.175"
"86","moons","NN + L2","0.125"
"86","moons","NN + Scale","0.2"
"86","moons","NN + Offset","0.15"
"86","circles","NN","0.4"
"86","circles","NN + L2","0.25"
"86","circles","NN + Scale","0.425"
"86","circles","NN + Offset","0.375"
"86","linear","NN","0.05"
"86","linear","NN + L2","0.05"
"86","linear","NN + Scale","0.1"
"86","linear","NN + Offset","0.1"
"86","xor","NN","0.4"
"86","xor","NN + L2","0.4"
"86","xor","NN + Scale","0.475"
"86","xor","NN + Offset","0.375"
"87","moons","NN","0.075"
"87","moons","NN + L2","0.1"
"87","moons","NN + Scale","0.1"
"87","moons","NN + Offset","0.1"
"87","circles","NN","0.3"
"87","circles","NN + L2","0.5"
"87","circles","NN + Scale","0.55"
"87","circles","NN + Offset","0.35"
"87","linear","NN","0.25"
"87","linear","NN + L2","0.25"
"87","linear","NN + Scale","0.275"
"87","linear","NN + Offset","0.35"
"87","xor","NN","0.075"
"87","xor","NN + L2","0.25"
"87","xor","NN + Scale","0.25"
"87","xor","NN + Offset","0.125"
"88","moons","NN","0.175"
"88","moons","NN + L2","0.225"
"88","moons","NN + Scale","0.375"
"88","moons","NN + Offset","0.2"
"88","circles","NN","0.475"
"88","circles","NN + L2","0.45"
"88","circles","NN + Scale","0.625"
"88","circles","NN + Offset","0.45"
"88","linear","NN","0.075"
"88","linear","NN + L2","0.075"
"88","linear","NN + Scale","0.1"
"88","linear","NN + Offset","0.075"
"88","xor","NN","0.275"
"88","xor","NN + L2","0.6"
"88","xor","NN + Scale","0.6"
"88","xor","NN + Offset","0.425"
"89","moons","NN","0.175"
"89","moons","NN + L2","0.225"
"89","moons","NN + Scale","0.275"
"89","moons","NN + Offset","0.225"
"89","circles","NN","0.25"
"89","circles","NN + L2","0.2"
"89","circles","NN + Scale","0.475"
"89","circles","NN + Offset","0.525"
"89","linear","NN","0.15"
"89","linear","NN + L2","0.15"
"89","linear","NN + Scale","0.125"
"89","linear","NN + Offset","0.225"
"89","xor","NN","0.075"
"89","xor","NN + L2","0.3"
"89","xor","NN + Scale","0.15"
"89","xor","NN + Offset","0.075"
"90","moons","NN","0.075"
"90","moons","NN + L2","0.075"
"90","moons","NN + Scale","0.05"
"90","moons","NN + Offset","0.075"
"90","circles","NN","0.225"
"90","circles","NN + L2","0.45"
"90","circles","NN + Scale","0.475"
"90","circles","NN + Offset","0.3"
"90","linear","NN","0.225"
"90","linear","NN + L2","0.25"
"90","linear","NN + Scale","0.25"
"90","linear","NN + Offset","0.325"
"90","xor","NN","0.325"
"90","xor","NN + L2","0.5"
"90","xor","NN + Scale","0.45"
"90","xor","NN + Offset","0.525"
"91","moons","NN","0.125"
"91","moons","NN + L2","0.125"
"91","moons","NN + Scale","0.15"
"91","moons","NN + Offset","0.15"
"91","circles","NN","0.525"
"91","circles","NN + L2","0.35"
"91","circles","NN + Scale","0.525"
"91","circles","NN + Offset","0.35"
"91","linear","NN","0.1"
"91","linear","NN + L2","0.05"
"91","linear","NN + Scale","0.05"
"91","linear","NN + Offset","0.475"
"91","xor","NN","0.225"
"91","xor","NN + L2","0.275"
"91","xor","NN + Scale","0.325"
"91","xor","NN + Offset","0.3"
"92","moons","NN","0.2"
"92","moons","NN + L2","0.175"
"92","moons","NN + Scale","0.225"
"92","moons","NN + Offset","0.225"
"92","circles","NN","0.4"
"92","circles","NN + L2","0.575"
"92","circles","NN + Scale","0.575"
"92","circles","NN + Offset","0.55"
"92","linear","NN","0.125"
"92","linear","NN + L2","0.125"
"92","linear","NN + Scale","0.1"
"92","linear","NN + Offset","0.275"
"92","xor","NN","0.425"
"92","xor","NN + L2","0.225"
"92","xor","NN + Scale","0.225"
"92","xor","NN + Offset","0.125"
"93","moons","NN","0.175"
"93","moons","NN + L2","0.25"
"93","moons","NN + Scale","0.25"
"93","moons","NN + Offset","0.225"
"93","circles","NN","0.45"
"93","circles","NN + L2","0.625"
"93","circles","NN + Scale","0.625"
"93","circles","NN + Offset","0.625"
"93","linear","NN","0.025"
"93","linear","NN + L2","0.0"
"93","linear","NN + Scale","0.025"
"93","linear","NN + Offset","0.0"
"93","xor","NN","0.1"
"93","xor","NN + L2","0.375"
"93","xor","NN + Scale","0.1"
"93","xor","NN + Offset","0.2"
"94","moons","NN","0.2"
"94","moons","NN + L2","0.2"
"94","moons","NN + Scale","0.175"
"94","moons","NN + Offset","0.15"
"94","circles","NN","0.45"
"94","circles","NN + L2","0.425"
"94","circles","NN + Scale","0.475"
"94","circles","NN + Offset","0.575"
"94","linear","NN","0.075"
"94","linear","NN + L2","0.05"
"94","linear","NN + Scale","0.1"
"94","linear","NN + Offset","0.2"
"94","xor","NN","0.2"
"94","xor","NN + L2","0.2"
"94","xor","NN + Scale","0.175"
"94","xor","NN + Offset","0.25"
"95","moons","NN","0.1"
"95","moons","NN + L2","0.1"
"95","moons","NN + Scale","0.275"
"95","moons","NN + Offset","0.15"
"95","circles","NN","0.4"
"95","circles","NN + L2","0.475"
"95","circles","NN + Scale","0.525"
"95","circles","NN + Offset","0.45"
"95","linear","NN","0.075"
"95","linear","NN + L2","0.075"
"95","linear","NN + Scale","0.075"
"95","linear","NN + Offset","0.225"
"95","xor","NN","0.275"
"95","xor","NN + L2","0.35"
"95","xor","NN + Scale","0.4"
"95","xor","NN + Offset","0.275"
"96","moons","NN","0.125"
"96","moons","NN + L2","0.1"
"96","moons","NN + Scale","0.175"
"96","moons","NN + Offset","0.1"
"96","circles","NN","0.575"
"96","circles","NN + L2","0.525"
"96","circles","NN + Scale","0.6"
"96","circles","NN + Offset","0.65"
"96","linear","NN","0.025"
"96","linear","NN + L2","0.025"
"96","linear","NN + Scale","0.025"
"96","linear","NN + Offset","0.075"
"96","xor","NN","0.175"
"96","xor","NN + L2","0.3"
"96","xor","NN + Scale","0.375"
"96","xor","NN + Offset","0.25"
"97","moons","NN","0.175"
"97","moons","NN + L2","0.175"
"97","moons","NN + Scale","0.225"
"97","moons","NN + Offset","0.175"
"97","circles","NN","0.3"
"97","circles","NN + L2","0.3"
"97","circles","NN + Scale","0.525"
"97","circles","NN + Offset","0.375"
"97","linear","NN","0.1"
"97","linear","NN + L2","0.075"
"97","linear","NN + Scale","0.075"
"97","linear","NN + Offset","0.075"
"97","xor","NN","0.175"
"97","xor","NN + L2","0.175"
"97","xor","NN + Scale","0.175"
"97","xor","NN + Offset","0.175"
"98","moons","NN","0.15"
"98","moons","NN + L2","0.15"
"98","moons","NN + Scale","0.15"
"98","moons","NN + Offset","0.15"
"98","circles","NN","0.375"
"98","circles","NN + L2","0.5"
"98","circles","NN + Scale","0.65"
"98","circles","NN + Offset","0.525"
"98","linear","NN","0.175"
"98","linear","NN + L2","0.2"
"98","linear","NN + Scale","0.4"
"98","linear","NN + Offset","0.15"
"98","xor","NN","0.175"
"98","xor","NN + L2","0.325"
"98","xor","NN + Scale","0.3"
"98","xor","NN + Offset","0.35"
"99","moons","NN","0.15"
"99","moons","NN + L2","0.175"
"99","moons","NN + Scale","0.175"
"99","moons","NN + Offset","0.2"
"99","circles","NN","0.3"
"99","circles","NN + L2","0.475"
"99","circles","NN + Scale","0.575"
"99","circles","NN + Offset","0.4"
"99","linear","NN","0.3"
"99","linear","NN + L2","0.25"
"99","linear","NN + Scale","0.25"
"99","linear","NN + Offset","0.175"
"99","xor","NN","0.2"
"99","xor","NN + L2","0.5"
"99","xor","NN + Scale","0.325"
"99","xor","NN + Offset","0.475"
