"trial","dataset","model","missclassification"
"51","xor","NN + Scale","0.325"
"51","xor","NN + Offset","0.325"
"52","moons","NN","0.225"
"52","moons","NN + L2","0.15"
"52","moons","NN + Scale","0.175"
"52","moons","NN + Offset","0.2"
"52","circles","NN","0.475"
"52","circles","NN + L2","0.475"
"52","circles","NN + Scale","0.225"
"52","circles","NN + Offset","0.275"
"52","linear","NN","0.2"
"52","linear","NN + L2","0.175"
"52","linear","NN + Scale","0.2"
"52","linear","NN + Offset","0.15"
"52","xor","NN","0.35"
"52","xor","NN + L2","0.475"
"52","xor","NN + Scale","0.45"
"52","xor","NN + Offset","0.325"
"53","moons","NN","0.175"
"53","moons","NN + L2","0.225"
"53","moons","NN + Scale","0.2"
"53","moons","NN + Offset","0.225"
"53","circles","NN","0.25"
"53","circles","NN + L2","0.2"
"53","circles","NN + Scale","0.275"
"53","circles","NN + Offset","0.25"
"53","linear","NN","0.25"
"53","linear","NN + L2","0.25"
"53","linear","NN + Scale","0.225"
"53","linear","NN + Offset","0.275"
"53","xor","NN","0.15"
"53","xor","NN + L2","0.15"
"53","xor","NN + Scale","0.125"
"53","xor","NN + Offset","0.1"
"54","moons","NN","0.175"
"54","moons","NN + L2","0.175"
"54","moons","NN + Scale","0.175"
"54","moons","NN + Offset","0.2"
"54","circles","NN","0.25"
"54","circles","NN + L2","0.325"
"54","circles","NN + Scale","0.525"
"54","circles","NN + Offset","0.3"
"54","linear","NN","0.05"
"54","linear","NN + L2","0.05"
"54","linear","NN + Scale","0.025"
"54","linear","NN + Offset","0.025"
"54","xor","NN","0.2"
"54","xor","NN + L2","0.375"
"54","xor","NN + Scale","0.15"
"54","xor","NN + Offset","0.275"
"55","moons","NN","0.275"
"55","moons","NN + L2","0.275"
"55","moons","NN + Scale","0.225"
"55","moons","NN + Offset","0.225"
"55","circles","NN","0.6"
"55","circles","NN + L2","0.5"
"55","circles","NN + Scale","0.5"
"55","circles","NN + Offset","0.475"
"55","linear","NN","0.175"
"55","linear","NN + L2","0.35"
"55","linear","NN + Scale","0.275"
"55","linear","NN + Offset","0.325"
"55","xor","NN","0.05"
"55","xor","NN + L2","0.275"
"55","xor","NN + Scale","0.05"
"55","xor","NN + Offset","0.125"
"56","moons","NN","0.125"
"56","moons","NN + L2","0.075"
"56","moons","NN + Scale","0.075"
"56","moons","NN + Offset","0.075"
"56","circles","NN","0.35"
"56","circles","NN + L2","0.375"
"56","circles","NN + Scale","0.1"
"56","circles","NN + Offset","0.225"
"56","linear","NN","0.25"
"56","linear","NN + L2","0.15"
"56","linear","NN + Scale","0.2"
"56","linear","NN + Offset","0.175"
"56","xor","NN","0.15"
"56","xor","NN + L2","0.15"
"56","xor","NN + Scale","0.175"
"56","xor","NN + Offset","0.15"
"57","moons","NN","0.175"
"57","moons","NN + L2","0.175"
"57","moons","NN + Scale","0.2"
"57","moons","NN + Offset","0.2"
"57","circles","NN","0.35"
"57","circles","NN + L2","0.325"
"57","circles","NN + Scale","0.25"
"57","circles","NN + Offset","0.25"
"57","linear","NN","0.125"
"57","linear","NN + L2","0.2"
"57","linear","NN + Scale","0.2"
"57","linear","NN + Offset","0.2"
"57","xor","NN","0.125"
"57","xor","NN + L2","0.125"
"57","xor","NN + Scale","0.15"
"57","xor","NN + Offset","0.175"
"58","moons","NN","0.25"
"58","moons","NN + L2","0.225"
"58","moons","NN + Scale","0.25"
"58","moons","NN + Offset","0.275"
"58","circles","NN","0.25"
"58","circles","NN + L2","0.325"
"58","circles","NN + Scale","0.25"
"58","circles","NN + Offset","0.25"
"58","linear","NN","0.15"
"58","linear","NN + L2","0.15"
"58","linear","NN + Scale","0.175"
"58","linear","NN + Offset","0.175"
"58","xor","NN","0.175"
"58","xor","NN + L2","0.1"
"58","xor","NN + Scale","0.15"
"58","xor","NN + Offset","0.125"
"59","moons","NN","0.1"
"59","moons","NN + L2","0.1"
"59","moons","NN + Scale","0.15"
"59","moons","NN + Offset","0.15"
"59","circles","NN","0.375"
"59","circles","NN + L2","0.425"
"59","circles","NN + Scale","0.3"
"59","circles","NN + Offset","0.475"
"59","linear","NN","0.3"
"59","linear","NN + L2","0.275"
"59","linear","NN + Scale","0.35"
"59","linear","NN + Offset","0.225"
"59","xor","NN","0.275"
"59","xor","NN + L2","0.4"
"59","xor","NN + Scale","0.225"
"59","xor","NN + Offset","0.25"
"60","moons","NN","0.15"
"60","moons","NN + L2","0.15"
"60","moons","NN + Scale","0.175"
"60","moons","NN + Offset","0.15"
"60","circles","NN","0.45"
"60","circles","NN + L2","0.5"
"60","circles","NN + Scale","0.4"
"60","circles","NN + Offset","0.525"
"60","linear","NN","0.2"
"60","linear","NN + L2","0.15"
"60","linear","NN + Scale","0.15"
"60","linear","NN + Offset","0.2"
"60","xor","NN","0.125"
"60","xor","NN + L2","0.125"
"60","xor","NN + Scale","0.15"
"60","xor","NN + Offset","0.15"
"61","moons","NN","0.15"
"61","moons","NN + L2","0.15"
"61","moons","NN + Scale","0.175"
"61","moons","NN + Offset","0.15"
"61","circles","NN","0.4"
"61","circles","NN + L2","0.425"
"61","circles","NN + Scale","0.475"
"61","circles","NN + Offset","0.5"
"61","linear","NN","0.05"
"61","linear","NN + L2","0.1"
"61","linear","NN + Scale","0.1"
"61","linear","NN + Offset","0.075"
"61","xor","NN","0.2"
"61","xor","NN + L2","0.225"
"61","xor","NN + Scale","0.225"
"61","xor","NN + Offset","0.3"
"62","moons","NN","0.15"
"62","moons","NN + L2","0.15"
"62","moons","NN + Scale","0.175"
"62","moons","NN + Offset","0.15"
"62","circles","NN","0.525"
"62","circles","NN + L2","0.5"
"62","circles","NN + Scale","0.525"
"62","circles","NN + Offset","0.525"
"62","linear","NN","0.1"
"62","linear","NN + L2","0.05"
"62","linear","NN + Scale","0.075"
"62","linear","NN + Offset","0.075"
"62","xor","NN","0.3"
"62","xor","NN + L2","0.15"
"62","xor","NN + Scale","0.15"
"62","xor","NN + Offset","0.25"
"63","moons","NN","0.2"
"63","moons","NN + L2","0.225"
"63","moons","NN + Scale","0.15"
"63","moons","NN + Offset","0.2"
"63","circles","NN","0.575"
"63","circles","NN + L2","0.35"
"63","circles","NN + Scale","0.375"
"63","circles","NN + Offset","0.425"
"63","linear","NN","0.025"
"63","linear","NN + L2","0.025"
"63","linear","NN + Scale","0.0"
"63","linear","NN + Offset","0.0"
"63","xor","NN","0.225"
"63","xor","NN + L2","0.175"
"63","xor","NN + Scale","0.225"
"63","xor","NN + Offset","0.275"
"64","moons","NN","0.25"
"64","moons","NN + L2","0.25"
"64","moons","NN + Scale","0.275"
"64","moons","NN + Offset","0.225"
"64","circles","NN","0.275"
"64","circles","NN + L2","0.4"
"64","circles","NN + Scale","0.4"
"64","circles","NN + Offset","0.35"
"64","linear","NN","0.225"
"64","linear","NN + L2","0.225"
"64","linear","NN + Scale","0.2"
"64","linear","NN + Offset","0.2"
"64","xor","NN","0.2"
"64","xor","NN + L2","0.2"
"64","xor","NN + Scale","0.175"
"64","xor","NN + Offset","0.225"
"65","moons","NN","0.2"
"65","moons","NN + L2","0.2"
"65","moons","NN + Scale","0.2"
"65","moons","NN + Offset","0.175"
"65","circles","NN","0.375"
"65","circles","NN + L2","0.325"
"65","circles","NN + Scale","0.35"
"65","circles","NN + Offset","0.325"
"65","linear","NN","0.125"
"65","linear","NN + L2","0.1"
"65","linear","NN + Scale","0.1"
"65","linear","NN + Offset","0.1"
"65","xor","NN","0.175"
"65","xor","NN + L2","0.15"
"65","xor","NN + Scale","0.35"
"65","xor","NN + Offset","0.55"
"66","moons","NN","0.075"
"66","moons","NN + L2","0.1"
"66","moons","NN + Scale","0.1"
"66","moons","NN + Offset","0.075"
"66","circles","NN","0.45"
"66","circles","NN + L2","0.3"
"66","circles","NN + Scale","0.525"
"66","circles","NN + Offset","0.5"
"66","linear","NN","0.1"
"66","linear","NN + L2","0.1"
"66","linear","NN + Scale","0.075"
"66","linear","NN + Offset","0.125"
"66","xor","NN","0.25"
"66","xor","NN + L2","0.225"
"66","xor","NN + Scale","0.2"
"66","xor","NN + Offset","0.225"
"67","moons","NN","0.2"
"67","moons","NN + L2","0.175"
"67","moons","NN + Scale","0.15"
"67","moons","NN + Offset","0.225"
"67","circles","NN","0.575"
"67","circles","NN + L2","0.4"
"67","circles","NN + Scale","0.525"
"67","circles","NN + Offset","0.525"
"67","linear","NN","0.275"
"67","linear","NN + L2","0.25"
"67","linear","NN + Scale","0.25"
"67","linear","NN + Offset","0.25"
"67","xor","NN","0.15"
"67","xor","NN + L2","0.25"
"67","xor","NN + Scale","0.125"
"67","xor","NN + Offset","0.125"
"68","moons","NN","0.175"
"68","moons","NN + L2","0.15"
"68","moons","NN + Scale","0.125"
"68","moons","NN + Offset","0.15"
"68","circles","NN","0.375"
"68","circles","NN + L2","0.375"
"68","circles","NN + Scale","0.425"
"68","circles","NN + Offset","0.45"
"68","linear","NN","0.3"
"68","linear","NN + L2","0.325"
"68","linear","NN + Scale","0.325"
"68","linear","NN + Offset","0.3"
"68","xor","NN","0.55"
"68","xor","NN + L2","0.375"
"68","xor","NN + Scale","0.45"
"68","xor","NN + Offset","0.55"
"69","moons","NN","0.225"
"69","moons","NN + L2","0.25"
"69","moons","NN + Scale","0.225"
"69","moons","NN + Offset","0.25"
"69","circles","NN","0.35"
"69","circles","NN + L2","0.55"
"69","circles","NN + Scale","0.45"
"69","circles","NN + Offset","0.55"
"69","linear","NN","0.075"
"69","linear","NN + L2","0.075"
"69","linear","NN + Scale","0.075"
"69","linear","NN + Offset","0.075"
"69","xor","NN","0.15"
"69","xor","NN + L2","0.125"
"69","xor","NN + Scale","0.125"
"69","xor","NN + Offset","0.175"
"70","moons","NN","0.2"
"70","moons","NN + L2","0.2"
"70","moons","NN + Scale","0.2"
"70","moons","NN + Offset","0.2"
"70","circles","NN","0.2"
"70","circles","NN + L2","0.525"
"70","circles","NN + Scale","0.25"
"70","circles","NN + Offset","0.375"
"70","linear","NN","0.1"
"70","linear","NN + L2","0.15"
"70","linear","NN + Scale","0.125"
"70","linear","NN + Offset","0.1"
"70","xor","NN","0.1"
"70","xor","NN + L2","0.075"
"70","xor","NN + Scale","0.15"
"70","xor","NN + Offset","0.175"
"71","moons","NN","0.15"
"71","moons","NN + L2","0.15"
"71","moons","NN + Scale","0.175"
"71","moons","NN + Offset","0.175"
"71","circles","NN","0.075"
"71","circles","NN + L2","0.175"
"71","circles","NN + Scale","0.275"
"71","circles","NN + Offset","0.275"
"71","linear","NN","0.2"
"71","linear","NN + L2","0.2"
"71","linear","NN + Scale","0.2"
"71","linear","NN + Offset","0.2"
"71","xor","NN","0.25"
"71","xor","NN + L2","0.3"
"71","xor","NN + Scale","0.175"
"71","xor","NN + Offset","0.225"
"72","moons","NN","0.2"
"72","moons","NN + L2","0.2"
"72","moons","NN + Scale","0.15"
"72","moons","NN + Offset","0.175"
"72","circles","NN","0.275"
"72","circles","NN + L2","0.475"
"72","circles","NN + Scale","0.375"
"72","circles","NN + Offset","0.425"
"72","linear","NN","0.05"
"72","linear","NN + L2","0.05"
"72","linear","NN + Scale","0.05"
"72","linear","NN + Offset","0.05"
"72","xor","NN","0.175"
"72","xor","NN + L2","0.2"
"72","xor","NN + Scale","0.2"
"72","xor","NN + Offset","0.375"
"73","moons","NN","0.1"
"73","moons","NN + L2","0.15"
"73","moons","NN + Scale","0.125"
"73","moons","NN + Offset","0.075"
"73","circles","NN","0.175"
"73","circles","NN + L2","0.475"
"73","circles","NN + Scale","0.225"
"73","circles","NN + Offset","0.375"
"73","linear","NN","0.125"
"73","linear","NN + L2","0.1"
"73","linear","NN + Scale","0.1"
"73","linear","NN + Offset","0.1"
"73","xor","NN","0.25"
"73","xor","NN + L2","0.225"
"73","xor","NN + Scale","0.225"
"73","xor","NN + Offset","0.25"
"74","moons","NN","0.15"
"74","moons","NN + L2","0.175"
"74","moons","NN + Scale","0.15"
"74","moons","NN + Offset","0.15"
"74","circles","NN","0.425"
"74","circles","NN + L2","0.175"
"74","circles","NN + Scale","0.2"
"74","circles","NN + Offset","0.175"
"74","linear","NN","0.175"
"74","linear","NN + L2","0.15"
"74","linear","NN + Scale","0.15"
"74","linear","NN + Offset","0.175"
"74","xor","NN","0.175"
"74","xor","NN + L2","0.175"
"74","xor","NN + Scale","0.225"
"74","xor","NN + Offset","0.4"
"75","moons","NN","0.125"
"75","moons","NN + L2","0.15"
"75","moons","NN + Scale","0.15"
"75","moons","NN + Offset","0.15"
"75","circles","NN","0.4"
"75","circles","NN + L2","0.325"
"75","circles","NN + Scale","0.325"
"75","circles","NN + Offset","0.375"
"75","linear","NN","0.125"
"75","linear","NN + L2","0.15"
"75","linear","NN + Scale","0.15"
"75","linear","NN + Offset","0.125"
"75","xor","NN","0.175"
"75","xor","NN + L2","0.2"
"75","xor","NN + Scale","0.225"
"75","xor","NN + Offset","0.2"
"76","moons","NN","0.125"
"76","moons","NN + L2","0.1"
"76","moons","NN + Scale","0.125"
"76","moons","NN + Offset","0.125"
"76","circles","NN","0.25"
"76","circles","NN + L2","0.225"
"76","circles","NN + Scale","0.475"
"76","circles","NN + Offset","0.275"
"76","linear","NN","0.15"
"76","linear","NN + L2","0.15"
"76","linear","NN + Scale","0.15"
"76","linear","NN + Offset","0.125"
"76","xor","NN","0.125"
"76","xor","NN + L2","0.125"
"76","xor","NN + Scale","0.125"
"76","xor","NN + Offset","0.125"
"77","moons","NN","0.15"
"77","moons","NN + L2","0.175"
"77","moons","NN + Scale","0.175"
"77","moons","NN + Offset","0.15"
"77","circles","NN","0.4"
"77","circles","NN + L2","0.325"
"77","circles","NN + Scale","0.525"
"77","circles","NN + Offset","0.275"
"77","linear","NN","0.05"
"77","linear","NN + L2","0.05"
"77","linear","NN + Scale","0.075"
"77","linear","NN + Offset","0.05"
"77","xor","NN","0.325"
"77","xor","NN + L2","0.275"
"77","xor","NN + Scale","0.4"
"77","xor","NN + Offset","0.225"
"78","moons","NN","0.175"
"78","moons","NN + L2","0.175"
"78","moons","NN + Scale","0.175"
"78","moons","NN + Offset","0.175"
"78","circles","NN","0.675"
"78","circles","NN + L2","0.425"
"78","circles","NN + Scale","0.55"
"78","circles","NN + Offset","0.575"
"78","linear","NN","0.275"
"78","linear","NN + L2","0.25"
"78","linear","NN + Scale","0.225"
"78","linear","NN + Offset","0.2"
"78","xor","NN","0.225"
"78","xor","NN + L2","0.25"
"78","xor","NN + Scale","0.2"
"78","xor","NN + Offset","0.225"
"79","moons","NN","0.175"
"79","moons","NN + L2","0.175"
"79","moons","NN + Scale","0.175"
"79","moons","NN + Offset","0.175"
"79","circles","NN","0.575"
"79","circles","NN + L2","0.65"
"79","circles","NN + Scale","0.65"
"79","circles","NN + Offset","0.65"
"79","linear","NN","0.0"
"79","linear","NN + L2","0.0"
"79","linear","NN + Scale","0.0"
"79","linear","NN + Offset","0.0"
"79","xor","NN","0.275"
"79","xor","NN + L2","0.3"
"79","xor","NN + Scale","0.3"
"79","xor","NN + Offset","0.375"
"80","moons","NN","0.2"
"80","moons","NN + L2","0.175"
"80","moons","NN + Scale","0.175"
"80","moons","NN + Offset","0.175"
"80","circles","NN","0.25"
"80","circles","NN + L2","0.25"
"80","circles","NN + Scale","0.2"
"80","circles","NN + Offset","0.3"
"80","linear","NN","0.075"
"80","linear","NN + L2","0.075"
"80","linear","NN + Scale","0.1"
"80","linear","NN + Offset","0.1"
"80","xor","NN","0.1"
"80","xor","NN + L2","0.125"
"80","xor","NN + Scale","0.25"
"80","xor","NN + Offset","0.125"
"81","moons","NN","0.175"
"81","moons","NN + L2","0.2"
"81","moons","NN + Scale","0.15"
"81","moons","NN + Offset","0.15"
"81","circles","NN","0.275"
"81","circles","NN + L2","0.325"
"81","circles","NN + Scale","0.175"
"81","circles","NN + Offset","0.3"
"81","linear","NN","0.25"
"81","linear","NN + L2","0.2"
"81","linear","NN + Scale","0.25"
"81","linear","NN + Offset","0.175"
"81","xor","NN","0.2"
"81","xor","NN + L2","0.175"
"81","xor","NN + Scale","0.225"
"81","xor","NN + Offset","0.275"
"82","moons","NN","0.125"
"82","moons","NN + L2","0.1"
"82","moons","NN + Scale","0.1"
"82","moons","NN + Offset","0.1"
"82","circles","NN","0.4"
"82","circles","NN + L2","0.35"
"82","circles","NN + Scale","0.225"
"82","circles","NN + Offset","0.35"
"82","linear","NN","0.075"
"82","linear","NN + L2","0.05"
"82","linear","NN + Scale","0.05"
"82","linear","NN + Offset","0.075"
"82","xor","NN","0.25"
"82","xor","NN + L2","0.3"
"82","xor","NN + Scale","0.075"
"82","xor","NN + Offset","0.125"
"83","moons","NN","0.2"
"83","moons","NN + L2","0.2"
"83","moons","NN + Scale","0.2"
"83","moons","NN + Offset","0.25"
"83","circles","NN","0.35"
"83","circles","NN + L2","0.225"
"83","circles","NN + Scale","0.2"
"83","circles","NN + Offset","0.425"
"83","linear","NN","0.1"
"83","linear","NN + L2","0.1"
"83","linear","NN + Scale","0.1"
"83","linear","NN + Offset","0.075"
"83","xor","NN","0.35"
"83","xor","NN + L2","0.3"
"83","xor","NN + Scale","0.425"
"83","xor","NN + Offset","0.4"
"84","moons","NN","0.2"
"84","moons","NN + L2","0.2"
"84","moons","NN + Scale","0.175"
"84","moons","NN + Offset","0.2"
"84","circles","NN","0.525"
"84","circles","NN + L2","0.475"
"84","circles","NN + Scale","0.45"
"84","circles","NN + Offset","0.375"
"84","linear","NN","0.125"
"84","linear","NN + L2","0.125"
"84","linear","NN + Scale","0.175"
"84","linear","NN + Offset","0.125"
"84","xor","NN","0.325"
"84","xor","NN + L2","0.325"
"84","xor","NN + Scale","0.3"
"84","xor","NN + Offset","0.3"
"85","moons","NN","0.125"
"85","moons","NN + L2","0.125"
"85","moons","NN + Scale","0.1"
"85","moons","NN + Offset","0.15"
"85","circles","NN","0.4"
"85","circles","NN + L2","0.425"
"85","circles","NN + Scale","0.375"
"85","circles","NN + Offset","0.55"
"85","linear","NN","0.075"
"85","linear","NN + L2","0.075"
"85","linear","NN + Scale","0.1"
"85","linear","NN + Offset","0.1"
"85","xor","NN","0.25"
"85","xor","NN + L2","0.125"
"85","xor","NN + Scale","0.175"
"85","xor","NN + Offset","0.225"
"86","moons","NN","0.175"
"86","moons","NN + L2","0.2"
"86","moons","NN + Scale","0.175"
"86","moons","NN + Offset","0.25"
"86","circles","NN","0.45"
"86","circles","NN + L2","0.35"
"86","circles","NN + Scale","0.3"
"86","circles","NN + Offset","0.375"
"86","linear","NN","0.175"
"86","linear","NN + L2","0.175"
"86","linear","NN + Scale","0.125"
"86","linear","NN + Offset","0.2"
"86","xor","NN","0.4"
"86","xor","NN + L2","0.3"
"86","xor","NN + Scale","0.325"
"86","xor","NN + Offset","0.3"
"87","moons","NN","0.15"
"87","moons","NN + L2","0.15"
"87","moons","NN + Scale","0.15"
"87","moons","NN + Offset","0.15"
"87","circles","NN","0.05"
"87","circles","NN + L2","0.25"
"87","circles","NN + Scale","0.125"
"87","circles","NN + Offset","0.275"
"87","linear","NN","0.075"
"87","linear","NN + L2","0.05"
"87","linear","NN + Scale","0.075"
"87","linear","NN + Offset","0.075"
"87","xor","NN","0.1"
"87","xor","NN + L2","0.1"
"87","xor","NN + Scale","0.075"
"87","xor","NN + Offset","0.3"
"88","moons","NN","0.175"
"88","moons","NN + L2","0.175"
"88","moons","NN + Scale","0.175"
"88","moons","NN + Offset","0.175"
"88","circles","NN","0.275"
"88","circles","NN + L2","0.15"
"88","circles","NN + Scale","0.35"
"88","circles","NN + Offset","0.4"
"88","linear","NN","0.25"
"88","linear","NN + L2","0.175"
"88","linear","NN + Scale","0.175"
"88","linear","NN + Offset","0.25"
"88","xor","NN","0.175"
"88","xor","NN + L2","0.125"
"88","xor","NN + Scale","0.25"
"88","xor","NN + Offset","0.15"
"89","moons","NN","0.125"
"89","moons","NN + L2","0.125"
"89","moons","NN + Scale","0.15"
"89","moons","NN + Offset","0.15"
"89","circles","NN","0.3"
"89","circles","NN + L2","0.2"
"89","circles","NN + Scale","0.275"
"89","circles","NN + Offset","0.25"
"89","linear","NN","0.15"
"89","linear","NN + L2","0.125"
"89","linear","NN + Scale","0.125"
"89","linear","NN + Offset","0.125"
"89","xor","NN","0.175"
"89","xor","NN + L2","0.125"
"89","xor","NN + Scale","0.2"
"89","xor","NN + Offset","0.175"
"90","moons","NN","0.15"
"90","moons","NN + L2","0.25"
"90","moons","NN + Scale","0.2"
"90","moons","NN + Offset","0.15"
"90","circles","NN","0.25"
"90","circles","NN + L2","0.325"
"90","circles","NN + Scale","0.375"
"90","circles","NN + Offset","0.525"
"90","linear","NN","0.15"
"90","linear","NN + L2","0.075"
"90","linear","NN + Scale","0.15"
"90","linear","NN + Offset","0.125"
"90","xor","NN","0.35"
"90","xor","NN + L2","0.2"
"90","xor","NN + Scale","0.475"
"90","xor","NN + Offset","0.425"
"91","moons","NN","0.225"
"91","moons","NN + L2","0.2"
"91","moons","NN + Scale","0.225"
"91","moons","NN + Offset","0.225"
"91","circles","NN","0.35"
"91","circles","NN + L2","0.4"
"91","circles","NN + Scale","0.4"
"91","circles","NN + Offset","0.45"
"91","linear","NN","0.125"
"91","linear","NN + L2","0.1"
"91","linear","NN + Scale","0.1"
"91","linear","NN + Offset","0.15"
"91","xor","NN","0.25"
"91","xor","NN + L2","0.1"
"91","xor","NN + Scale","0.2"
"91","xor","NN + Offset","0.275"
"92","moons","NN","0.225"
"92","moons","NN + L2","0.275"
"92","moons","NN + Scale","0.225"
"92","moons","NN + Offset","0.2"
"92","circles","NN","0.35"
"92","circles","NN + L2","0.375"
"92","circles","NN + Scale","0.625"
"92","circles","NN + Offset","0.375"
"92","linear","NN","0.2"
"92","linear","NN + L2","0.175"
"92","linear","NN + Scale","0.2"
"92","linear","NN + Offset","0.225"
"92","xor","NN","0.275"
"92","xor","NN + L2","0.3"
"92","xor","NN + Scale","0.175"
"92","xor","NN + Offset","0.25"
"93","moons","NN","0.1"
"93","moons","NN + L2","0.15"
"93","moons","NN + Scale","0.1"
"93","moons","NN + Offset","0.125"
"93","circles","NN","0.35"
"93","circles","NN + L2","0.25"
"93","circles","NN + Scale","0.275"
"93","circles","NN + Offset","0.175"
"93","linear","NN","0.125"
"93","linear","NN + L2","0.125"
"93","linear","NN + Scale","0.15"
"93","linear","NN + Offset","0.125"
"93","xor","NN","0.15"
"93","xor","NN + L2","0.175"
"93","xor","NN + Scale","0.225"
"93","xor","NN + Offset","0.2"
"94","moons","NN","0.25"
"94","moons","NN + L2","0.225"
"94","moons","NN + Scale","0.25"
"94","moons","NN + Offset","0.25"
"94","circles","NN","0.4"
"94","circles","NN + L2","0.425"
"94","circles","NN + Scale","0.375"
"94","circles","NN + Offset","0.4"
"94","linear","NN","0.4"
"94","linear","NN + L2","0.325"
"94","linear","NN + Scale","0.325"
"94","linear","NN + Offset","0.325"
"94","xor","NN","0.425"
"94","xor","NN + L2","0.175"
"94","xor","NN + Scale","0.2"
"94","xor","NN + Offset","0.175"
"95","moons","NN","0.125"
"95","moons","NN + L2","0.15"
"95","moons","NN + Scale","0.15"
"95","moons","NN + Offset","0.2"
"95","circles","NN","0.275"
"95","circles","NN + L2","0.225"
"95","circles","NN + Scale","0.4"
"95","circles","NN + Offset","0.4"
"95","linear","NN","0.1"
"95","linear","NN + L2","0.1"
"95","linear","NN + Scale","0.1"
"95","linear","NN + Offset","0.1"
"95","xor","NN","0.225"
"95","xor","NN + L2","0.25"
"95","xor","NN + Scale","0.225"
"95","xor","NN + Offset","0.2"
"96","moons","NN","0.1"
"96","moons","NN + L2","0.1"
"96","moons","NN + Scale","0.125"
"96","moons","NN + Offset","0.1"
"96","circles","NN","0.25"
"96","circles","NN + L2","0.3"
"96","circles","NN + Scale","0.45"
"96","circles","NN + Offset","0.2"
"96","linear","NN","0.075"
"96","linear","NN + L2","0.1"
"96","linear","NN + Scale","0.1"
"96","linear","NN + Offset","0.075"
"96","xor","NN","0.35"
"96","xor","NN + L2","0.4"
"96","xor","NN + Scale","0.275"
"96","xor","NN + Offset","0.25"
"97","moons","NN","0.225"
"97","moons","NN + L2","0.225"
"97","moons","NN + Scale","0.225"
"97","moons","NN + Offset","0.2"
"97","circles","NN","0.475"
"97","circles","NN + L2","0.575"
"97","circles","NN + Scale","0.525"
"97","circles","NN + Offset","0.55"
"97","linear","NN","0.2"
"97","linear","NN + L2","0.175"
"97","linear","NN + Scale","0.175"
"97","linear","NN + Offset","0.175"
"97","xor","NN","0.125"
"97","xor","NN + L2","0.25"
"97","xor","NN + Scale","0.225"
"97","xor","NN + Offset","0.3"
"98","moons","NN","0.15"
"98","moons","NN + L2","0.225"
"98","moons","NN + Scale","0.15"
"98","moons","NN + Offset","0.15"
"98","circles","NN","0.225"
"98","circles","NN + L2","0.325"
"98","circles","NN + Scale","0.425"
"98","circles","NN + Offset","0.175"
"98","linear","NN","0.25"
"98","linear","NN + L2","0.2"
"98","linear","NN + Scale","0.225"
"98","linear","NN + Offset","0.2"
"98","xor","NN","0.2"
"98","xor","NN + L2","0.175"
"98","xor","NN + Scale","0.225"
"98","xor","NN + Offset","0.125"
"99","moons","NN","0.2"
"99","moons","NN + L2","0.275"
"99","moons","NN + Scale","0.225"
"99","moons","NN + Offset","0.175"
"99","circles","NN","0.2"
"99","circles","NN + L2","0.45"
"99","circles","NN + Scale","0.175"
"99","circles","NN + Offset","0.475"
"99","linear","NN","0.45"
"99","linear","NN + L2","0.425"
"99","linear","NN + Scale","0.475"
"99","linear","NN + Offset","0.375"
"99","xor","NN","0.15"
"99","xor","NN + L2","0.3"
"99","xor","NN + Scale","0.2"
"99","xor","NN + Offset","0.175"
