1.000000000000000000e+01 5.000000000000000000e+00 2.000000000000000000e+00 1.000000000000000000e+00 5.000000000000000000e-01 2.000000000000000111e-01 1.000000000000000056e-01 5.000000000000000278e-02 2.000000000000000042e-02 1.000000000000000021e-02 5.000000000000000104e-03 2.000000000000000042e-03 1.000000000000000021e-03 5.000000000000000104e-04 2.000000000000000096e-04 1.000000000000000048e-04 5.000000000000000240e-05 2.000000000000000164e-05 1.000000000000000082e-05 4.999999999999999562e-06 1.999999999999999909e-06 9.999999999999999547e-07 4.999999999999999774e-07 1.999999999999999909e-07 9.999999999999999547e-08 4.999999999999999774e-08 2.000000000000000042e-08 1.000000000000000021e-08 5.000000000000000105e-09 2.000000000000000125e-09 1.000000000000000062e-09 5.000000000000000311e-10 2.000000000000000073e-10 1.000000000000000036e-10 0.000000000000000000e+00
3.750000000000000000e-01 3.750000000000000000e-01 3.750000000000000000e-01 3.750000000000000000e-01 3.750000000000000000e-01 3.750000000000000000e-01 7.750000000000000222e-01 8.249999999999999556e-01 7.750000000000000222e-01 8.499999999999999778e-01 8.000000000000000444e-01 7.500000000000000000e-01 7.750000000000000222e-01 8.249999999999999556e-01 8.249999999999999556e-01 8.000000000000000444e-01 8.249999999999999556e-01 7.750000000000000222e-01 7.249999999999999778e-01 7.500000000000000000e-01 8.000000000000000444e-01 7.750000000000000222e-01 8.499999999999999778e-01 8.249999999999999556e-01 7.500000000000000000e-01 8.249999999999999556e-01 8.249999999999999556e-01 8.000000000000000444e-01 7.750000000000000222e-01 8.249999999999999556e-01 8.249999999999999556e-01 8.249999999999999556e-01 7.750000000000000222e-01 8.499999999999999778e-01 8.000000000000000444e-01
6.250000000000000000e-01 4.749999999999999778e-01 4.749999999999999778e-01 4.749999999999999778e-01 4.749999999999999778e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.250000000000000444e-01 8.249999999999999556e-01 9.250000000000000444e-01 8.499999999999999778e-01 9.250000000000000444e-01 9.000000000000000222e-01 9.250000000000000444e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 8.249999999999999556e-01 9.250000000000000444e-01 9.000000000000000222e-01 8.499999999999999778e-01 9.000000000000000222e-01 9.250000000000000444e-01 9.000000000000000222e-01 9.000000000000000222e-01 8.499999999999999778e-01 8.499999999999999778e-01 8.499999999999999778e-01 8.499999999999999778e-01 8.499999999999999778e-01 9.000000000000000222e-01 9.000000000000000222e-01 8.499999999999999778e-01
4.000000000000000222e-01 4.249999999999999889e-01 4.249999999999999889e-01 4.249999999999999889e-01 4.249999999999999889e-01 8.249999999999999556e-01 8.499999999999999778e-01 8.249999999999999556e-01 8.000000000000000444e-01 8.000000000000000444e-01 8.000000000000000444e-01 8.249999999999999556e-01 8.249999999999999556e-01 8.249999999999999556e-01 8.499999999999999778e-01 8.499999999999999778e-01 8.499999999999999778e-01 8.249999999999999556e-01 8.000000000000000444e-01 8.499999999999999778e-01 8.499999999999999778e-01 8.000000000000000444e-01 8.000000000000000444e-01 7.750000000000000222e-01 8.249999999999999556e-01 8.249999999999999556e-01 8.249999999999999556e-01 8.499999999999999778e-01 8.249999999999999556e-01 8.249999999999999556e-01 8.249999999999999556e-01 8.000000000000000444e-01 8.499999999999999778e-01 8.000000000000000444e-01 8.499999999999999778e-01
5.749999999999999556e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 5.000000000000000000e-01 8.499999999999999778e-01 8.499999999999999778e-01 8.499999999999999778e-01 8.249999999999999556e-01 8.000000000000000444e-01 8.499999999999999778e-01 8.499999999999999778e-01 7.500000000000000000e-01 8.249999999999999556e-01 8.499999999999999778e-01 8.499999999999999778e-01 8.249999999999999556e-01 8.499999999999999778e-01 8.499999999999999778e-01 8.499999999999999778e-01 8.499999999999999778e-01 8.499999999999999778e-01 8.499999999999999778e-01 8.249999999999999556e-01 8.499999999999999778e-01 8.499999999999999778e-01 8.499999999999999778e-01 8.499999999999999778e-01 8.499999999999999778e-01 8.499999999999999778e-01 8.000000000000000444e-01 8.499999999999999778e-01 8.249999999999999556e-01 8.499999999999999778e-01 8.499999999999999778e-01
4.249999999999999889e-01 4.249999999999999889e-01 4.249999999999999889e-01 4.249999999999999889e-01 4.249999999999999889e-01 9.250000000000000444e-01 9.250000000000000444e-01 9.499999999999999556e-01 9.499999999999999556e-01 9.499999999999999556e-01 9.499999999999999556e-01 9.499999999999999556e-01 9.250000000000000444e-01 9.749999999999999778e-01 9.499999999999999556e-01 9.499999999999999556e-01 9.499999999999999556e-01 9.499999999999999556e-01 9.250000000000000444e-01 9.749999999999999778e-01 9.499999999999999556e-01 9.000000000000000222e-01 9.250000000000000444e-01 9.499999999999999556e-01 9.499999999999999556e-01 9.499999999999999556e-01 9.499999999999999556e-01 9.499999999999999556e-01 9.499999999999999556e-01 9.749999999999999778e-01 9.499999999999999556e-01 9.499999999999999556e-01 9.499999999999999556e-01 9.499999999999999556e-01 9.499999999999999556e-01
2.250000000000000056e-01 4.749999999999999778e-01 4.749999999999999778e-01 4.749999999999999778e-01 8.000000000000000444e-01 8.000000000000000444e-01 7.750000000000000222e-01 8.000000000000000444e-01 7.750000000000000222e-01 8.000000000000000444e-01 7.750000000000000222e-01 7.750000000000000222e-01 8.249999999999999556e-01 7.750000000000000222e-01 8.249999999999999556e-01 8.000000000000000444e-01 7.750000000000000222e-01 7.750000000000000222e-01 7.750000000000000222e-01 7.750000000000000222e-01 7.750000000000000222e-01 7.750000000000000222e-01 7.750000000000000222e-01 8.000000000000000444e-01 8.000000000000000444e-01 7.750000000000000222e-01 8.000000000000000444e-01 8.000000000000000444e-01 7.750000000000000222e-01 8.000000000000000444e-01 7.750000000000000222e-01 8.249999999999999556e-01 8.000000000000000444e-01 8.000000000000000444e-01 7.750000000000000222e-01
3.750000000000000000e-01 3.750000000000000000e-01 3.750000000000000000e-01 3.750000000000000000e-01 3.750000000000000000e-01 5.749999999999999556e-01 7.750000000000000222e-01 8.249999999999999556e-01 7.249999999999999778e-01 8.249999999999999556e-01 8.000000000000000444e-01 8.249999999999999556e-01 8.000000000000000444e-01 8.000000000000000444e-01 7.500000000000000000e-01 7.500000000000000000e-01 8.000000000000000444e-01 8.000000000000000444e-01 7.750000000000000222e-01 8.000000000000000444e-01 8.249999999999999556e-01 8.499999999999999778e-01 7.750000000000000222e-01 7.750000000000000222e-01 8.000000000000000444e-01 8.249999999999999556e-01 7.249999999999999778e-01 7.750000000000000222e-01 7.500000000000000000e-01 7.500000000000000000e-01 7.249999999999999778e-01 8.000000000000000444e-01 7.249999999999999778e-01 8.000000000000000444e-01 8.000000000000000444e-01
7.750000000000000222e-01 4.000000000000000222e-01 4.000000000000000222e-01 4.000000000000000222e-01 4.000000000000000222e-01 8.499999999999999778e-01 9.250000000000000444e-01 8.750000000000000000e-01 9.250000000000000444e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.000000000000000222e-01 9.250000000000000444e-01 9.250000000000000444e-01 9.250000000000000444e-01 9.499999999999999556e-01 9.250000000000000444e-01 9.250000000000000444e-01 9.250000000000000444e-01 9.250000000000000444e-01 9.250000000000000444e-01 9.499999999999999556e-01 9.250000000000000444e-01 9.250000000000000444e-01 9.250000000000000444e-01 9.250000000000000444e-01 9.499999999999999556e-01 9.250000000000000444e-01 9.250000000000000444e-01 9.250000000000000444e-01 8.750000000000000000e-01 9.250000000000000444e-01 9.250000000000000444e-01 9.250000000000000444e-01 9.250000000000000444e-01
4.500000000000000111e-01 3.750000000000000000e-01 3.750000000000000000e-01 3.750000000000000000e-01 3.750000000000000000e-01 5.999999999999999778e-01 7.500000000000000000e-01 6.250000000000000000e-01 6.999999999999999556e-01 7.249999999999999778e-01 7.500000000000000000e-01 7.750000000000000222e-01 8.249999999999999556e-01 8.000000000000000444e-01 6.999999999999999556e-01 8.499999999999999778e-01 6.750000000000000444e-01 8.000000000000000444e-01 8.000000000000000444e-01 7.750000000000000222e-01 8.000000000000000444e-01 6.999999999999999556e-01 7.500000000000000000e-01 6.750000000000000444e-01 6.500000000000000222e-01 6.999999999999999556e-01 7.500000000000000000e-01 7.249999999999999778e-01 7.500000000000000000e-01 7.249999999999999778e-01 7.750000000000000222e-01 7.249999999999999778e-01 7.750000000000000222e-01 8.000000000000000444e-01 8.000000000000000444e-01
